CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material;Percentual;PrazoProducao
30.10.10.18.0275;FITA PP AR9 45 TR 096X1200 - PERSONALIZADA;1200;96;115,2;;83,83588896;Fita PP;33;10
30.10.10.18.0253;FITA PP AR9 45 TR 012X050 - PERSONALIZADA;50;12;0,6;;0,463213413;Fita PP;33;10
30.10.10.16.0150;FITA PP AR9 45 HA 048X085 - PERSONALIZADA;85;48;4,08;;3,235917763;Fita PP;33;10
30.10.10.18.0159;FITA PP AR9 45 TR 048X900 - M;900;48;43,2;;30,19508779;Fita PP;33;10
30.10.30.13.0089;FITA PP HM 40 TR 048X1000 - M;1000;48;48;;38,81322336;Fita PP;33;10
30.10.10.12.0124;FITA PP AA 40 TR 024X200 - M ;200;24;4,8;;3,069637047;Fita PP;33;10
30.10.10.12.0061;FITA PP AA 40 TR 096X1200 - M;1200;96;115,2;;72,81355296;Fita PP;33;10
30.10.10.12.0171;FITA PP AA 40 TR 036X1000 - M;1000;36;36;;22,8421521;Fita PP;33;10
30.10.10.12.0074;FITA PP AA 40 TR 240X1200 - M;1200;240;288;;182,5164168;Fita PP;33;10
30.10.10.12.0168;FITA PP AA 40 TR 018X200 - M;200;18;3,6;;2,30658547;Fita PP;33;10
30.10.30.13.0085;FITA PP HM 40 TR 048X045 - M;45;48;2,16;;1,861229772;Fita PP;33;10
30.10.30.16.0024;FITA PP HM 45 TR 024X100 - M;100;24;2,4;;2,246638608;Fita PP;33;10
30.10.71.01.0002;FITA PP BRC 50 TR 048X100 - M;100;48;4,8;;7,112213381;Fita PP;33;10
30.10.30.13.0142;FITA PP HM 40 TR 048X400 - M;400;48;19,2;;15,61378119;Fita PP;33;10
30.10.10.18.0197;FITA PP AR9 45 TR 288X1200 - M;1200;288;345,6;;240,6901829;Fita PP;33;10
30.10.10.11.0021;FITA PP AA 40 HA 072X100 - PERSONALIZADA;100;72;7,2;;4,692696624;Fita PP;33;10
30.10.10.11.0051;FITA PP AA 40 HA 048X100 - PERSONALIZADA;100;48;4,8;;3,001800581;Fita PP;33;10
30.10.10.11.0086;FITA PP AA 40 HA 072X090 - PERSONALIZADA;90;72;6,48;;4,242382478;Fita PP;33;10
30.10.10.11.0093;FITA PP AA 40 HA 036X050;50;36;1,8;;1,21741624;Fita PP;33;10
30.10.10.12.0050;FITA PP AA 40 TR 048X400 - M;400;48;19,2;;11,65212999;Fita PP;33;10
30.10.10.12.0104;FITA PP AA 40 TR 018X050 - PERSONALIZADA;50;18;0,9;;0,60870812;Fita PP;33;10
30.10.10.12.0106;FITA PP AA 40 TR 018X100 - PERSONALIZADA;100;18;1,8;;1,173174156;Fita PP;33;10
30.10.10.12.0120;FITA PP AA 40 TR 072X100 - PERSONALIZADA;100;72;7,2;;4,692696624;Fita PP;33;10
30.10.10.12.0123;FITA PP AA 40 TR 024X090 - PERSONALIZADA;90;24;2,16;;1,414127493;Fita PP;33;10
30.10.10.12.0130;FITA PP AA 40 TR 012X050 - PERSONALIZADA;50;12;0,6;;0,405805413;Fita PP;33;10
30.10.10.12.0170;FITA PP AA 40 TR 072X085 - PERSONALIZADA;85;72;6,12;;4,017225405;Fita PP;33;10
30.10.10.12.0172;FITA PP AA 40 TR 024X600 - M;600;24;14,4;;9,103447019;Fita PP;33;10
30.10.10.12.0174;FITA PP AA 40 TR 096X090 - PERSONALIZADA;90;96;8,64;;5,654421971;Fita PP;33;10
30.10.10.12.0175;FITA PP AA 40 TR 036X400 - M;400;36;14,4;;9,152515019;Fita PP;33;10
30.10.10.13.0092;FITA PP AR9 45 AM 048X1000 - PERSONALIZADA;1000;48;48;;36,73954656;Fita PP;33;10
30.10.10.14.0086;FITA PP AR9 45 AZ 048X1200 - M;1200;48;57,6;;44,00040393;Fita PP;33;10
30.10.10.14.0096;FITA PP AR9 45 AZ 048X080 - PERSONALIZADA;80;48;3,84;;3,052941783;Fita PP;33;10
30.10.10.15.0102;FITA PP AR9 45 BR 048X100 - PERSONALIZADA;100;48;4,8;;3,784845701;Fita PP;33;10
30.10.10.15.0110;FITA PP AR9 45 BR 048X1200 - PERSONALIZADA;1200;48;57,6;;44,00040393;Fita PP;33;10
30.10.10.15.0111;FITA PP AR9 45 BR 072X1200 - PERSONALIZADA;1200;72;86,4;;68,78539928;Fita PP;33;10
30.10.10.15.0114;FITA PP AR9 45 BR 030X1200 - PERSONALIZADA;1200;30;36;;28,7149905;Fita PP;33;10
30.10.10.17.0131;FITA PP AR9 45 LJ 024X100 - M;100;24;2,4;;1,955754768;Fita PP;33;10
30.10.10.18.0165;FITA PP AR9 45 TR 072X090 - M;90;72;6,48;;4,862388878;Fita PP;33;10
30.10.10.18.0235;FITA PP AR9 45 TR 048X1000 - PERSONALIZADA;1000;48;48;;33,50173536;Fita PP;33;10
30.10.10.18.0276;FITA PP AR9 45 TR 072X090 - PERSONALIZADA;90;72;6,48;;4,862388878;Fita PP;33;10
30.10.10.19.0212;FITA PP AR9 45 VD 048X040 - PERSONALIZADA;40;48;1,92;;1,584938337;Fita PP;33;10
30.10.10.21.0221;FITA PP AR9 45 VM 048X040 - PERSONALIZADA;40;48;1,92;;1,584938337;Fita PP;33;10
30.10.10.21.0222;FITA PP AR9 45 VM 048X080 - PERSONALIZADA;80;48;3,84;;3,052941783;Fita PP;33;10
30.10.20.13.0294;FITA PP AS 50 TR 048X100 - PERSONALIZADA;100;48;4,8;;5,426892118;Fita PP;33;10
30.10.30.12.0023;FITA PP HM 40 HA 144X1200 - M;1200;144;172,8;;139,4664483;Fita PP;33;10
30.10.30.13.0124;FITA PP HM 40 TR 048X090 - PERSONALIZADA;90;48;4,32;;3,605524654;Fita PP;33;10
30.10.10.11.0042;FITA PP AA 40 HA 048X040 - PERSONALIZADA;40;48;1,92;;1,271720289;Fita PP;33;10
30.10.10.11.0095;FITA PP AA 40 HA 288X1200 - M;1200;288;345,6;;207,6231749;Fita PP;33;10
30.10.10.12.0069;FITA PP AA 40 TR 192X1200 - M;1200;192;230,4;;146,2704851;Fita PP;33;10
30.10.10.13.0078;FITA PP AR9 45 AM 048X1200 - M;1200;48;57,6;;44,44200393;Fita PP;33;10
30.10.10.15.0113;FITA PP AR9 45 BR 096X600 - M;600;96;57,6;;46,02411792;Fita PP;33;10
30.10.10.16.0093;FITA PP AR9 45 HA 024X050 - M;50;24;1,2;;1,007372107;Fita PP;33;10
30.10.10.16.0100;FITA PP AR9 45 HA 048X045 - PERSONALIZADA;45;48;2,16;;1,767914316;Fita PP;33;10
30.10.10.16.0107;FITA PP AR9 45 HA 048X1200 - M;1200;48;57,6;;44,00040393;Fita PP;33;10
30.10.10.16.0111;FITA PP AR9 45 HA 072X1200 - M;1200;72;86,4;;68,78539928;Fita PP;33;10
30.10.10.17.0132;FITA PP AR9 45 LJ 072X1200 - M;1200;72;86,4;;68,78539928;Fita PP;33;10
30.10.10.18.0189;FITA PP AR9 45 TR 192X1200 - M;1200;192;230,4;;168,3151571;Fita PP;33;10
30.10.10.18.0277;FITA PP AR9 45 TR 024X600 - M;600;24;14,4;;10,48123902;Fita PP;33;10
30.10.10.21.0224;FITA PP AR9 45 VM 072X1200 - M;1200;72;86,4;;68,78539928;Fita PP;33;10
30.10.30.13.0149;FITA PP HM 40 TR 072X090 - M;90;72;6,48;;5,579439758;Fita PP;33;10
30.10.71.01.0003;FITA PP BRC 50 TR 072X100 - M;100;72;7,2;;10,85831582;Fita PP;33;10
30.10.71.01.0004;FITA PP BRC 50 TR 072X1200 - M;1200;72;86,4;;128,6780175;Fita PP;33;10
30.10.10.12.0154;FITA PP AA 40 TR 012X200 - M;200;12;2,4;;1,534230378;Fita PP;33;10
30.10.10.21.0202;FITA PP AR9 45 VM 024X050 - M;50;24;1,2;;1,007372107;Fita PP;33;10
30.10.10.12.0154;FITA PP AA 40 TR 012X200 - M;200;12;2,4;;1,534230378;Fita PP;33;10
30.10.10.12.0173;FITA PP AA 40 TR 120X500 - M;500;120;60;;36,89807371;Fita PP;33;10
30.10.10.13.0075;FITA PP AR9 45 AM 072X1200 - M;1200;72;86,4;;68,78539928;Fita PP;33;10
30.10.10.14.0097;FITA PP AR9 45 AZ 072X1200 - M;1200;72;86,4;;68,78539928;Fita PP;33;10
30.10.10.15.0089;FITA PP AR9 45 BR 072X1200 - M;1200;72;86,4;;68,78539928;Fita PP;33;10
30.10.10.15.0108;FITA PP AR9 45 BR 168X1200 - M;1200;168;201,6;;160,5024351;Fita PP;33;10
30.10.10.21.0202;FITA PP AR9 45 VM 024X050 - M;50;24;1,2;;1,007372107;Fita PP;33;10
30.10.10.21.0223;FITA PP AR9 45 VM 036X1200 - M;1200;36;43,2;;34,39269964;Fita PP;33;10
30.10.10.12.0070;FITA PP AA 40 TR 288X1200 - M;1200;288;345,6;;207,6231749;Fita PP;33;10
30.10.30.16.0075;FITA PP HM 45 TR 072X100 - PERSONALIZADA;100;72;7,2;;6,739915824;Fita PP;33;10
20.10.10.20.0022;JUMBINHO FITA PP (LJ) 144X1200 AR9 45 ;1200;144;172,8;;132,0012118;Fita PP;33;10
20.10.10.20.0023;JUMBINHO FITA PP (VD) 144X1200 AR9 45 ;1200;144;172,8;;132,0012118;Fita PP;33;10
20.10.10.20.0024;JUMBINHO FITA PP (VM) 144X1200 AR9 45 ;1200;144;172,8;;132,0012118;Fita PP;33;10
20.10.10.61.0007;JUMBINHO FITA PP (HA) 144X1200-HOT MELT 45;1200;144;172,8;;152,9448483;Fita PP;33;10
30.10.10.12.0182;FITA PP AA 40 TR 048X095 - PERSONALIZADA;95;48;4,56;;2,857976858;Fita PP;33;10
30.10.30.12.0125;FITA PP HM 40 HA 048X080 - M;80;48;3,84;;3,218835927;Fita PP;33;10
30.10.71.01.0005;FITA PP BRC 50 TR 048X1200 - M;1200;48;57,6;;83,92881609;Fita PP;33;10
60.13.01.01.0004;FITA PP AA 40 TR 048X100 MANAUS;100;48;4,8;;3,001800581;Fita PP revenda;40;10
30.10.10.12.0023;FITA PP AA 40 TR 018X045 - M;45;18;0,81;;0,552418852;Fita PP;33;10
30.10.30.18.0001;FITA PP HM 45 VM 048X1200 - M;1200;48;57,6;;55,95364809;Fita PP;33;10
60.13.01.02.0004;FITA PP AR9 45 TR 048X100 MANAUS;100;48;4,8;;3,461064581;Fita PP revenda;40;10
60.13.01.02.0002;FITA PP AR9 45 TR 048X1200 MANAUS;1200;48;57,6;;40,11503049;Fita PP revenda;40;10
30.10.30.14.0098;FITA PP HM 45 VM 048X100 - M;100;48;4,8;;4,780949381;Fita PP;33;10
60.13.01.01.0017;FITA PP AA 40 TR 048X100 - PERSONALIZADA;100;48;4,8;;3,001800581;Fita PP revenda;40;10
60.13.01.03.0002;FITA PP AA 40 HA 048X080 MANAUS;80;48;3,84;;2,426505687;Fita PP revenda;40;10
30.10.30.18.0003;FITA PP HM 45 VM 048X050 - M;50;48;2,4;;2,448942136;Fita PP;33;10
60.13.01.01.0001;FITA PP AA 40 TR 048X045 MANAUS;45;48;2,16;;1,415544012;Fita PP revenda;40;10
30.10.30.12.0015;FITA PP HM 40 HA 048X090 - M;90;48;4,32;;3,605524654;Fita PP;33;10
60.13.01.01.0002;FITA PP AA 40 TR 048X050 MANAUS;50;48;2,4;;1,559367736;Fita PP revenda;40;10
30.10.30.13.0146;FITA PP HM 40 TR 048X1200 - PERSONALIZADA;1200;48;57,6;;46,48881609;Fita PP;33;10
60.13.01.01.0016;FITA PP AA 40 TR 048X050 - PERSONALIZADA;50;48;2,4;;1,559367736;Fita PP revenda;40;10
60.13.01.03.0006;FITA PP AA 40 HA 048X040 - MANAUS;40;48;1,92;;1,271720289;Fita PP revenda;40;10
30.10.10.21.0225;FITA PP AR9 45 VM 072X100 - M;100;72;7,2;;5,867264304;Fita PP;33;10
30.10.10.13.0094;FITA PP AR9 45 AM 072X100 - M;100;72;7,2;;5,867264304;Fita PP;33;10
30.10.10.15.0115;FITA PP AR9 45 BR 120X600 - M;600;120;72;;55,76220942;Fita PP;33;10
60.13.01.02.0010;FITA PP AR9 45 TR 048X100 - PERSONALIZADA;100;48;4,8;;3,461064581;Fita PP revenda;40;10
60.13.01.03.0007;FITA PP AA 40 HA 048X045 PERSONALIZADA;45;48;2,16;;1,415544012;Fita PP revenda;40;10
60.13.01.03.0008;FITA PP AA 40 HA 048X100 PERSONALIZADA;100;48;4,8;;3,001800581;Fita PP revenda;40;10
30.10.30.14.0099;FITA PP HM 45 VM 024X100 - M;100;24;2,4;;2,453806608;Fita PP;33;10
30.10.10.12.0176;FITA PP AA 40 TR 012X040 - M;40;12;0,48;;0,330753056;Fita PP;33;10
60.13.02.01.0006;FITA PP HM 40 TR 048X1200 MANAUS;1200;48;57,6;;46,48881609;Fita PP revenda;40;10
60.13.01.01.0015;FITA PP AA 40 TR 144x1200 MANAUS;1200;144;172,8;;103,8115875;Fita PP revenda;40;10
30.10.10.12.0115;FITA PP AA 40 TR 048X1200 - PERSONALIZADA;1200;48;57,6;;34,60386249;Fita PP;33;10
60.13.01.02.0009;FITA PP AR9 45 TR 144X1200 MANAUS;1200;144;172,8;;120,3450915;Fita PP revenda;40;10
60.13.01.01.0010;FITA PP AA 40 TR 048X090 MANAUS;90;48;4,32;;2,714153134;Fita PP revenda;40;10
30.10.10.15.0116;FITA PP AR9 45 TR 096X600 - M;600;96;57,6;;42,29958927;Fita PP;33;10
30.10.10.15.0117;FITA PP AR9 45 TR 120X600 - M;600;120;72;;50,90549262;Fita PP;33;10
30.10.30.16.0076;FITA PP HM 45 TR 288X1200 - M;1200;288;345,6;;305,8896965;Fita PP;33;10
60.13.01.02.0007;FITA PP AR9 45 TR 048X050 MANAUS;50;48;2,4;;1,788999736;Fita PP revenda;40;10
30.10.10.18.0280;FITA PP AR9 45 TR 048X914 - M;914;48;43,872;;30,65801845;Fita PP;33;10
30.10.30.12.0127;FITA PP HM 40 HA 024X100 - M;100;24;2,4;;2,059438608;Fita PP;33;10
60.13.01.01.0012;FITA PP AA 40 TR 048X1200 MANAUS;1200;48;57,6;;34,60386249;Fita PP revenda;40;10
60.13.01.03.0003;FITA PP AA 40 HA 048X100 MANAUS;100;48;4,8;;3,001800581;Fita PP revenda;40;10
30.10.10.12.1015;FITA PP AA 40 TR 048X045 - PERSONALIZADA;45;48;2,16;;1,415544012;Fita PP;33;10
30.10.10.14.0084;FITA PP AR9 45 AZ 144X1200 - M;1200;144;172,8;;132,0012118;Fita PP;33;10
30.10.10.12.0084;FITA PP AA 40 TR 024X045 - M;45;24;1,08;;0,736558469;Fita PP;33;10
30.10.10.12.1006;FITA PP AA 40 TR 048X100 - M;100;48;4,8;;3,001800581;Fita PP;33;10
30.10.30.16.1002;FITA PP HM 45 TR 048X100 - M;100;48;4,8;;4,366613381;Fita PP;33;10
30.10.10.11.1003;FITA PP AA 40 HA 048X050 - M;50;48;2,4;;1,559367736;Fita PP;33;10
30.10.10.12.1001;FITA PP AA 40 TR 048X040 - M;40;48;1,92;;1,271720289;Fita PP;33;10
30.10.10.12.1003;FITA PP AA 40 TR 048X050 - M;50;48;2,4;;1,559367736;Fita PP;33;10
30.10.30.13.1004;FITA PP HM 40 TR 048X100 - M;100;48;4,8;;3,992213381;Fita PP;33;10
30.10.10.18.1005;FITA PP AR9 45 TR 048X100 - M;100;48;4,8;;3,461064581;Fita PP;33;10
30.10.10.11.1006;FITA PP AA 40 HA 048X100 - M;100;48;4,8;;3,001800581;Fita PP;33;10
30.10.30.13.1005;FITA PP HM 40 TR 048X1200 - M;1200;48;57,6;;46,48881609;Fita PP;33;10
30.10.10.12.1008;FITA PP AA 40 TR 048X1200 - M;1200;48;57,6;;34,60386249;Fita PP;33;10
30.10.20.13.1003;FITA PP AS 50 TR 048X1200 - M;1200;48;57,6;;63,70496092;Fita PP;33;10
30.10.10.18.1007;FITA PP AR9 45 TR 048X1200 - M;1200;48;57,6;;40,11503049;Fita PP;33;10
30.10.10.12.1011;FITA PP AA 40 TR 048X090 - M;90;48;4,32;;2,714153134;Fita PP;33;10
30.10.20.13.1005;FITA PP AS 50 TR 144X1200 - M;1200;144;172,8;;191,1148828;Fita PP;33;10
30.10.10.16.1002;FITA PP AR9 45 HA 144X1200 - M;1200;144;172,8;;132,0012118;Fita PP;33;10
30.10.20.13.1001;FITA PP AS 50 TR 048X100 - M;100;48;4,8;;5,426892118;Fita PP;33;10
30.10.30.16.1003;FITA PP HM 45 TR 048X1200 - M;1200;48;57,6;;50,98161609;Fita PP;33;10
30.10.10.18.1002;FITA PP AR9 45 TR 048X050 - M;50;48;2,4;;1,788999736;Fita PP;33;10
30.10.30.13.1002;FITA PP HM 40 TR 048X050 - M;50;48;2,4;;2,054574136;Fita PP;33;10
30.10.20.13.1013;FITA PP AS 50 TR 048X050 - M;50;48;2,4;;2,771913504;Fita PP;33;10
30.10.10.12.1002;FITA PP AA 40 TR 048X045 - M;45;48;2,16;;1,415544012;Fita PP;33;10
30.10.10.12.1014;FITA PP AA 40 TR 048X100 - PERSONALIZADA;100;48;4,8;;3,001800581;Fita PP;33;10
30.10.10.12.1016;FITA PP AA 40 TR 048X050 - PERSONALIZADA;50;48;2,4;;1,559367736;Fita PP;33;10
60.13.02.01.0002;FITA PP HM 40 TR 048X100 MANAUS;100;48;4,8;;3,992213381;Fita PP revenda;40;10
30.10.10.18.1008;FITA PP AR9 45 TR 144X1200 - M;1200;144;172,8;;120,3450915;Fita PP;33;10
30.10.10.11.1015;FITA PP AA 40 HA 072X080 - M;80;72;5,76;;3,792068332;Fita PP;33;10
30.10.10.16.1001;FITA PP AR9 45 HA 048X100 - M;100;48;4,8;;3,784845701;Fita PP;33;10
30.10.10.11.1004;FITA PP AA 40 HA 048X080 - M;80;48;3,84;;2,426505687;Fita PP;33;10
30.10.10.12.1009;FITA PP AA 40 TR 144X1200 - M;1200;144;172,8;;103,8115875;Fita PP;33;10
30.10.10.12.1005;FITA PP AA 40 TR 048X090 - PERSONALIZADA;90;48;4,32;;2,714153134;Fita PP;33;10
30.10.10.12.1013;FITA PP AA 40 TR 048X040 - PERSONALIZADA;40;48;1,92;;1,271720289;Fita PP;33;10
30.10.10.18.1015;FITA PP AR9 45 TR 048X045 - PERSONALIZADA;45;48;2,16;;1,622212812;Fita PP;33;10
30.10.10.18.1012;FITA PP AR9 45 TR 048X100 - PERSONALIZADA;100;48;4,8;;3,461064581;Fita PP;33;10
30.10.30.16.1004;FITA PP HM 45 TR 144X1200 - M;1200;144;172,8;;152,9448483;Fita PP;33;10
30.10.40.10.0091;FITA IMP AA 40 CFHA 048X100 - M;100;48;4,8;;4,586112025;Fita IMP;33;10
30.10.40.10.0056;FITA IMP AR9 45 CFAM 024X100 - M;100;24;2,4;;2,685100573;Fita IMP;33;10
30.10.40.10.0073;FITA IMP AR9 45 CFAM 036X100 - M;100;36;3,6;;4,027650859;Fita IMP;33;10
30.10.40.10.0053;FITA IMP AR9 45 CFAM 048X100 - M;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0057;FITA IMP AR9 45 CFAM 048X1200 - M;1200;48;57,6;;63,36123216;Fita IMP;33;10
30.10.40.10.0052;FITA IMP AR9 45 CFAM 072X100 - M;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0082;FITA IMP AR9 45 CFAM 096X100 - M;100;96;9,6;;10,73831429;Fita IMP;33;10
30.10.40.10.0067;FITA IMP AR9 45 CFAZ 036X100 - M;100;36;3,6;;4,027650859;Fita IMP;33;10
30.10.40.10.0068;FITA IMP AR9 45 CFAZ 048X100 - M;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0078;FITA IMP AR9 45 CFAZ 048X1200 - M;1200;48;57,6;;63,36123216;Fita IMP;33;10
30.10.40.10.0077;FITA IMP AR9 45 CFAZ 072X100 - M;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0002;FITA IMP AR9 45 CFB 024X100 - M ;100;24;2,4;;2,685100573;Fita IMP;33;10
30.10.40.10.0003;FITA IMP AR9 45 CFB 036X100 - M;100;36;3,6;;4,027650859;Fita IMP;33;10
30.10.40.10.0004;FITA IMP AR9 45 CFB 048X050 - M;50;48;2,4;;2,743046018;Fita IMP;33;10
30.10.40.10.0005;FITA IMP AR9 45 CFB 048X090 - M;90;48;4,32;;4,844774042;Fita IMP;33;10
30.10.40.10.0006;FITA IMP AR9 45 CFB 048X100 - M;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0009;FITA IMP AR9 45 CFB 048X1200 - M;1200;48;57,6;;63,36123216;Fita IMP;33;10
30.10.40.10.0070;FITA IMP AR9 45 CFB 072X090 - M;90;72;6,48;;7,268727063;Fita IMP;33;10
30.10.40.10.0014;FITA IMP AR9 45 CFB 072X100 - M;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0081;FITA IMP AR9 45 CFB 072X1200 - M;1200;72;86,4;;95,04184824;Fita IMP;33;10
30.10.40.10.0015;FITA IMP AR9 45 CFB 096X100 - M;100;96;9,6;;10,73831429;Fita IMP;33;10
30.10.40.10.0084;FITA IMP AR9 45 CFB 144X100 - M;100;144;14,4;;16,10747144;Fita IMP;33;10
30.10.40.10.0032;FITA IMP AR9 45 CFH 048X050 - M;50;48;2,4;;2,743046018;Fita IMP;33;10
30.10.40.10.0033;FITA IMP AR9 45 CFH 048X100 - M;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0048;FITA IMP AR9 45 CFH 048X1200 - M;1200;48;57,6;;63,36123216;Fita IMP;33;10
30.10.40.10.0069;FITA IMP AR9 45 CFH 072X090 - M;90;72;6,48;;7,268727063;Fita IMP;33;10
30.10.40.10.0035;FITA IMP AR9 45 CFH 072X100 - M;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0062;FITA IMP AR9 45 CFLJ 048X100 - M;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0058;FITA IMP AR9 45 CFLJ 048X1200 - M;1200;48;57,6;;63,36123216;Fita IMP;33;10
30.10.40.10.0064;FITA IMP AR9 45 CFLJ 072X100 - M;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0083;FITA IMP AR9 45 CFLJ 072X1200 - M;1200;72;86,4;;95,04184824;Fita IMP;33;10
30.10.40.10.0036;FITA IMP AR9 45 CFT 024X100 - M;100;24;2,4;;2,523210013;Fita IMP;33;10
30.10.40.10.0037;FITA IMP AR9 45 CFT 048X050 - M;50;48;2,4;;2,581155458;Fita IMP;33;10
30.10.40.10.0038;FITA IMP AR9 45 CFT 048X100 - M;100;48;4,8;;5,045376025;Fita IMP;33;10
30.10.40.10.0039;FITA IMP AR9 45 CFT 048X1200 - M;1200;48;57,6;;59,47585872;Fita IMP;33;10
30.10.40.10.0071;FITA IMP AR9 45 CFT 072X090 - M;90;72;6,48;;6,831622551;Fita IMP;33;10
30.10.40.10.0041;FITA IMP AR9 45 CFT 072X100 - M;100;72;7,2;;7,569630038;Fita IMP;33;10
30.10.40.10.0066;FITA IMP AR9 45 CFT 072X1200 - M;1200;72;86,4;;89,21378808;Fita IMP;33;10
30.10.40.10.0065;FITA IMP AR9 45 CFVD 048X100 - M;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0060;FITA IMP AR9 45 CFVD 048X1200 - M;1200;48;57,6;;63,36123216;Fita IMP;33;10
30.10.40.10.0051;FITA IMP AR9 45 CFVD 072X100 - M;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0074;FITA IMP AR9 45 CFVM 036X100 - M;100;36;3,6;;4,027650859;Fita IMP;33;10
30.10.40.10.0061;FITA IMP AR9 45 CFVM 048X100 - M;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0059;FITA IMP AR9 45 CFVM 048X1200 - M;1200;48;57,6;;63,36123216;Fita IMP;33;10
30.10.40.10.0075;FITA IMP AR9 45 CFVM 072X100 - M;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.11.0090;FITA IMP AR9 45 GENER 048X050 (BR) CUIDADO FRAGIL ;50;48;2,4;;2,426064841;Fita IMP;33;10
30.10.40.11.0080;FITA IMP AR9 45 GENER 048X050 (HA) SELO SEGURANÇA;50;48;2,4;;2,426064841;Fita IMP;33;10
30.10.40.11.0082;FITA IMP AR9 45 GENER 048X050 (TR) CUIDADO FRAGIL ;50;48;2,4;;2,264174281;Fita IMP;33;10
30.10.40.11.0091;FITA IMP AR9 45 GENER 048X100 (BR) CUIDADO FRAGIL;100;48;4,8;;4,735194792;Fita IMP;33;10
30.10.40.11.0079;FITA IMP AR9 45 GENER 048X100 (HA) SELO SEGURANCA;100;48;4,8;;4,735194792;Fita IMP;33;10
30.10.40.11.0081;FITA IMP AR9 45 GENER 048X100 (TR) CUIDADO FRAGIL;100;48;4,8;;4,411413672;Fita IMP;33;10
30.10.40.11.0077;FITA IMP AR9 45 GENER 048X100 (TR) SELO SEGURANCA;100;48;4,8;;4,411413672;Fita IMP;33;10
30.10.40.11.0088;FITA IMP GENERICA 048X100 (HA) CUIDADO FRAGIL (INV);100;48;4,8;;5,731298472;Fita IMP;33;10
30.10.40.11.0078;FITA IMP HM 45 GENER 048X050 (BR) CUIDADO FRAGIL ;50;48;2,4;;2,924116681;Fita IMP;33;10
30.10.40.11.0075;FITA IMP HM 45 GENER 048X100 (BR) CUIDADO FRAGIL ;100;48;4,8;;5,731298472;Fita IMP;33;10
30.10.40.12.0098;FITA IMP AS 50 TR 024X100 - M;100;24;2,4;;3,189142604;Fita IMP;33;10
30.10.40.12.0100;FITA IMP AS 50 TR 036X100 - M;100;36;3,6;;4,783713907;Fita IMP;33;10
30.10.40.12.0104;FITA IMP AS 50 TR 048X050 - M;50;48;2,4;;3,24708805;Fita IMP;33;10
30.10.40.12.0106;FITA IMP AS 50 TR 048X100 - M;100;48;4,8;;6,377241209;Fita IMP;33;10
30.10.40.12.0107;FITA IMP AS 50 TR 048X1000 - M;1000;48;48;;62,95441072;Fita IMP;33;10
30.10.40.12.0108;FITA IMP AS 50 TR 048X1200 - M;1200;48;57,6;;75,45824092;Fita IMP;33;10
30.10.40.12.0110;FITA IMP AS 50 TR 072X050 - M;50;72;3,6;;4,872198074;Fita IMP;33;10
30.10.40.12.0111;FITA IMP AS 50 TR 072X100 - M;100;72;7,2;;9,567427813;Fita IMP;33;10
30.10.40.12.0112;FITA IMP AS 50 TR 072X1200 - M;1200;72;86,4;;113,1873614;Fita IMP;33;10
30.10.40.12.0114;FITA IMP AS 50 TR 096X100 - M;100;96;9,6;;12,75448242;Fita IMP;33;10
30.10.40.17.0184;FITA IMP HM 40 CFT  048X1200 - M;1200;48;57,6;;65,84964432;Fita IMP;33;10
30.10.40.17.0170;FITA IMP HM 45 CFB  036X100 - M;100;36;3,6;;4,774728619;Fita IMP;33;10
30.10.40.17.0172;FITA IMP HM 45 CFB  048X050 - M;50;48;2,4;;3,241097858;Fita IMP;33;10
30.10.40.17.0182;FITA IMP HM 45 CFB  048X090 - M;90;48;4,32;;5,741267354;Fita IMP;33;10
30.10.40.17.0173;FITA IMP HM 45 CFB  048X100 - M;100;48;4,8;;6,365260825;Fita IMP;33;10
30.10.40.17.0174;FITA IMP HM 45 CFB  048X1200 - M;1200;48;57,6;;75,31447632;Fita IMP;33;10
30.10.40.17.0175;FITA IMP HM 45 CFB  072X100 - M;100;72;7,2;;9,549457238;Fita IMP;33;10
30.10.40.17.0176;FITA IMP HM 45 CFB  072X1200 - M;1200;72;86,4;;112,9717145;Fita IMP;33;10
30.10.40.17.0183;FITA IMP HM 45 CFB  096X100 - M;100;96;9,6;;12,73052165;Fita IMP;33;10
30.10.40.17.0169;FITA IMP HM 45 CFB 024X100 - M;100;24;2,4;;3,183152413;Fita IMP;33;10
