CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material;Percentual;PrazoProducao
30.10.40.17.0144;FITA IMP HM 45 CFH  048X100 - M;100;48;4,8;;5,950924825;Fita IMP;33;10
30.10.40.17.0145;FITA IMP HM 45 CFH  048X1200 - M;1200;48;57,6;;70,34244432;Fita IMP;33;10
30.10.40.17.0147;FITA IMP HM 45 CFH  072X100 - M;100;72;7,2;;8,927953238;Fita IMP;33;10
30.10.40.17.0151;FITA IMP HM 45 CFT  024X100 - M;100;24;2,4;;2,975984413;Fita IMP;33;10
30.10.40.17.0154;FITA IMP HM 45 CFT  036X100 - M;100;36;3,6;;4,463976619;Fita IMP;33;10
30.10.40.17.0181;FITA IMP HM 45 CFT  036X1200 - M;1200;36;43,2;;52,75683324;Fita IMP;33;10
30.10.40.17.0157;FITA IMP HM 45 CFT  048X100 - M;100;48;4,8;;5,950924825;Fita IMP;33;10
30.10.40.17.0158;FITA IMP HM 45 CFT  048X1200 - M;1200;48;57,6;;70,34244432;Fita IMP;33;10
30.10.40.17.0160;FITA IMP HM 45 CFT  048X1500 - M;1500;48;72;;87,81924047;Fita IMP;33;10
30.10.40.17.0168;FITA IMP HM 45 CFT  072X090 - M;90;72;6,48;;8,054113431;Fita IMP;33;10
30.10.40.17.0162;FITA IMP HM 45 CFT  072X100 - M;100;72;7,2;;8,927953238;Fita IMP;33;10
30.10.40.17.0164;FITA IMP HM 45 CFT  072X1200 - M;1200;72;86,4;;105,5136665;Fita IMP;33;10
30.10.40.17.0179;FITA IMP HM 45 CFT 072X050 - M;50;72;3,6;;4,552460787;Fita IMP;33;10
30.10.40.20.0197;FITA IMP HM 40 TR 048X050 - M;50;48;2,4;;2,529748681;Fita IMP;33;10
30.10.40.20.0201;FITA IMP HM 40 TR 048X090 - M;90;48;4,32;;4,460838836;Fita IMP;33;10
30.10.40.20.0196;FITA IMP HM 40 TR 048X100 - M;100;48;4,8;;4,942562472;Fita IMP;33;10
30.10.40.20.0200;FITA IMP HM 40 TR 048X1200 - M;1200;48;57,6;;58,24209609;Fita IMP;33;10
30.10.40.20.0199;FITA IMP HM 40 TR 072X050 - M;50;72;3,6;;3,796189022;Fita IMP;33;10
30.10.40.20.0198;FITA IMP HM 40 TR 072X100 - M;100;72;7,2;;7,415409709;Fita IMP;33;10
30.10.40.20.0174;FITA IMP HM 45 TR 036X1200 - M;1200;36;43,2;;47,05117206;Fita IMP;33;10
30.10.40.20.0177;FITA IMP HM 45 TR 048X050 - M;50;48;2,4;;2,716948681;Fita IMP;33;10
30.10.40.20.0179;FITA IMP HM 45 TR 048X100 - M;100;48;4,8;;5,316962472;Fita IMP;33;10
30.10.40.20.0180;FITA IMP HM 45 TR 048X1200 - M;1200;48;57,6;;62,73489609;Fita IMP;33;10
30.10.40.20.0184;FITA IMP HM 45 TR 072X100 - M;100;72;7,2;;7,977009709;Fita IMP;33;10
30.10.40.20.0195;FITA IMP HM 45 TR 072X1000 - M;1000;72;72;;78,52743504;Fita IMP;33;10
30.10.40.20.0185;FITA IMP HM 45 TR 072X1200 - M;1200;72;86,4;;94,10234413;Fita IMP;33;10
30.10.40.20.0186;FITA IMP HM 45 TR 096X100 - M;100;96;9,6;;10,63392494;Fita IMP;33;10
30.10.40.25.0041;FITA IMP AA 40 HA 048X100 - M;100;48;4,8;;3,952149672;Fita IMP;33;10
30.10.40.25.0037;FITA IMP AA 40 TR  048X050 - M;50;48;2,4;;2,034542281;Fita IMP;33;10
30.10.40.25.0036;FITA IMP AA 40 TR  048X100 - M;100;48;4,8;;3,952149672;Fita IMP;33;10
30.10.40.25.0042;FITA IMP AA 40 TR  048X100 - PERSONALIZADA;100;48;4,8;;3,952149672;Fita IMP;33;10
30.10.40.25.0040;FITA IMP AA 40 TR  048X1200 - M;1200;48;57,6;;46,35714249;Fita IMP;33;10
30.10.40.25.0039;FITA IMP AA 40 TR  072X050 - M;50;72;3,6;;3,053379422;Fita IMP;33;10
30.10.40.25.0038;FITA IMP AA 40 TR  072X100 - M;100;72;7,2;;5,929790509;Fita IMP;33;10
30.10.40.25.0043;FITA IMP AR9 45 HA 048X050 - M;50;48;2,4;;2,426064841;Fita IMP;33;10
30.10.40.25.0043;FITA IMP AR9 45 HA 048X050 - M;50;48;2,4;;2,426064841;Fita IMP;33;10
30.10.40.25.0004;FITA IMP AR9 45 TR  024X100 - M;100;24;2,4;;2,206228836;Fita IMP;33;10
30.10.40.25.0007;FITA IMP AR9 45 TR  036X100 - M;100;36;3,6;;3,309343254;Fita IMP;33;10
30.10.40.25.0011;FITA IMP AR9 45 TR  048X050 - M;50;48;2,4;;2,264174281;Fita IMP;33;10
30.10.40.25.0033;FITA IMP AR9 45 TR  048X090 - M;90;48;4,32;;3,982804916;Fita IMP;33;10
30.10.40.25.0013;FITA IMP AR9 45 TR  048X100 - M;100;48;4,8;;4,411413672;Fita IMP;33;10
30.10.40.25.0035;FITA IMP AR9 45 TR  048X100 - PERSONALIZADA;100;48;4,8;;4,411413672;Fita IMP;33;10
30.10.40.25.0016;FITA IMP AR9 45 TR  048X1200 - M;1200;48;57,6;;51,86831049;Fita IMP;33;10
30.10.40.25.0017;FITA IMP AR9 45 TR  072X050 - M;50;72;3,6;;3,397827422;Fita IMP;33;10
30.10.40.25.0018;FITA IMP AR9 45 TR  072X090 - M;90;72;6,48;;5,975773374;Fita IMP;33;10
30.10.40.25.0019;FITA IMP AR9 45 TR  072X100 - M;100;72;7,2;;6,618686509;Fita IMP;33;10
30.10.40.25.0020;FITA IMP AR9 45 TR  072X1200 - M;1200;72;86,4;;77,80246573;Fita IMP;33;10
30.10.40.25.0022;FITA IMP AR9 45 TR  096X100 - M;100;96;9,6;;8,822827345;Fita IMP;33;10
30.10.40.20.xxxz;FITA IMP HM 40 TR 144X100 - M;100;144;14,4;;14,82768742;Fita IMP;33;10
30.10.40.20.xxxx;FITA IMP HM 45 TR 144X100 - M;100;144;14,4;;15,95088742;Fita IMP;33;10
30.10.40.12.xxxx;FITA IMP AS 50 TR 144X100 - M;100;144;14,4;;19,13172363;Fita IMP;33;10
30.10.40.17.0xxx;FITA IMP HM 40 CFT  048X100 - M;100;48;4,8;;5,576524825;Fita IMP;33;10
30.10.40.17.0xx2;FITA IMP HM 40 CFT  012X100 - M;100;12;1,2;;1,393343304;Fita IMP;33;10
30.10.40.25.0044;FITA IMP AA 40 TR  012X080 - M;80;12;0,96;;0,795908338;Fita IMP;33;10
30.10.40.25.0055;FITA IMP AA 40 TR  024X100 - M;100;24;2,4;;1,976596836;Fita IMP;33;10
30.10.40.11.00XX;FITA IMP AR9 45 GENER 144X1200 (BR) CUIDADO FRAGIL;1200;144;172,8;;167,2610518;Fita IMP;33;10
30.10.40.17.0148;FITA IMP HM 45 CFH  072X1200 - M;1200;72;86,4;;105,5136665;Fita IMP;33;10
30.10.40.17.0180;FITA IMP HM 40 CFT 048X100 - M;100;48;4,8;;5,576524825;Fita IMP;33;10
30.10.40.17.0185;FITA IMP HM 40 CFT 012X100 - M;100;12;1,2;;1,393343304;Fita IMP;33;10
30.10.40.25.0032;FITA IMP AR9 45 TR 072X500- M;500;72;36;;32,63770152;Fita IMP;33;10
30.10.40.27.0001;FITA IMP BRC 50 TR 048X100 ;100;48;4,8;;8,062562472;Fita IMP;33;10
30.10.40.27.0002;FITA IMP BRC 50 TR 072X100;100;72;7,2;;12,09540971;Fita IMP;33;10
30.10.40.27.0003;FITA IMP BRC 50 TR 048X1200;1200;48;57,6;;95,68209609;Fita IMP;33;10
30.10.40.10.0045;FITA IMP AR9 45 CFB 144X1200 - M;1200;144;172,8;;190,0836965;Fita IMP;33;10
30.10.40.10.0007;FITA IMP AR9 45 CFB 048X1000 - PERSONALIZADA;1000;48;48;;52,87357009;Fita IMP;33;10
30.10.40.10.0095;FITA IMP AR9 45 CFB 048X040 - PERSONALIZADA;40;48;1,92;;2,218662914;Fita IMP;33;10
30.10.40.10.0096;FITA IMP AR9 45 CFB 048X080 - PERSONALIZADA;80;48;3,84;;4,320390938;Fita IMP;33;10
30.10.40.10.0097;FITA IMP AR9 45 CFB 048X100 - PERSONALIZADA;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0099;FITA IMP AR9 45 CFH 048X080 - PERSONALIZADA;80;48;3,84;;4,320390938;Fita IMP;33;10
30.10.40.10.0100;FITA IMP AR9 45 CFB 072X080 - PERSONALIZADA;80;72;5,76;;6,482152407;Fita IMP;33;10
30.10.40.10.0102;FITA IMP AR9 45 CFAM 048X040 - PERSONALIZADA;40;48;1,92;;2,218662914;Fita IMP;33;10
30.10.40.10.0103;FITA IMP AR9 45 CFB 072X040 - PERSONALIZADA;40;72;2,88;;3,329560371;Fita IMP;33;10
30.10.40.10.0104;FITA IMP AR9 45 CFB 072X100 - PERSONALIZADA;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0107;FITA IMP AR9 45 CFB 024X080 - PERSONALIZADA;80;24;1,92;;2,160717469;Fita IMP;33;10
30.10.40.10.0108;FITA IMP AR9 45 CFAM 144X100 - M;100;144;14,4;;16,10747144;Fita IMP;33;10
30.10.40.10.0110;FITA IMP AR9 45 CFB 048X070 - PERSONALIZADA;70;48;3,36;;3,796007834;Fita IMP;33;10
30.10.40.10.0115;FITA IMP AR9 45 CFAM 024X040 - PERSONALIZADA;40;24;0,96;;1,109853457;Fita IMP;33;10
30.10.40.10.0118;FITA IMP AR9 45 CFH 048X040 - PERSONALIZADA;40;48;1,92;;2,218662914;Fita IMP;33;10
30.10.40.10.0119;FITA IMP AR9 45 CFB 072X070 - PERSONALIZADA;70;72;5,04;;5,695577752;Fita IMP;33;10
30.10.40.10.0120;FITA IMP AR9 45 CFVM 048X040 - PERSONALIZADA;40;48;1,92;;2,218662914;Fita IMP;33;10
30.10.40.10.0125;FITA IMP AR9 45 CFVM 048X070 - PERSONALIZADA;70;48;3,36;;3,796007834;Fita IMP;33;10
30.10.40.10.0126;FITA IMP AR9 45 CFAM 072X070 - PERSONALIZADA;70;72;5,04;;5,695577752;Fita IMP;33;10
30.10.40.10.0127;FITA IMP AR9 45 CFAM 024X080 - PERSONALIZADA;80;24;1,92;;2,160717469;Fita IMP;33;10
30.10.40.10.0128;FITA IMP AR9 45 CFB 024X040 - PERSONALIZADA;40;24;0,96;;1,109853457;Fita IMP;33;10
30.10.40.10.0129;FITA IMP AR9 45 CFAM 048X100 - PERSONALIZADA;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0130;FITA IMP AR9 45 CFLJ 048X080 - PERSONALIZADA;80;48;3,84;;4,320390938;Fita IMP;33;10
30.10.40.10.0131;FITA IMP AR9 45 CFVD 024X040 - PERSONALIZADA;40;24;0,96;;1,109853457;Fita IMP;33;10
30.10.40.10.0132;FITA IMP AR9 45 CFB 048X075 - PERSONALIZADA;75;48;3,6;;4,058199386;Fita IMP;33;10
30.10.40.10.0133;FITA IMP AR9 45 CFAM 048X075 - PERSONALIZADA;75;48;3,6;;4,058199386;Fita IMP;33;10
30.10.40.10.0134;FITA IMP AR9 45 CFLJ 048X075 - PERSONALIZADA;75;48;3,6;;4,058199386;Fita IMP;33;10
30.10.40.10.0135;FITA IMP AR9 45 CFB 072X075 - PERSONALIZADA;75;72;5,4;;6,088865079;Fita IMP;33;10
30.10.40.10.0136;FITA IMP AR9 45 CFVM 048X075 - PERSONALIZADA;75;48;3,6;;4,058199386;Fita IMP;33;10
30.10.40.10.0137;FITA IMP AR9 45 CFVD 048X075 - PERSONALIZADA;75;48;3,6;;4,058199386;Fita IMP;33;10
30.10.40.10.0138;FITA IMP AR9 45 CFAM 072X075 - PERSONALIZADA;75;72;5,4;;6,088865079;Fita IMP;33;10
30.10.40.12.0148;FITA IMP AS 50 TR 048X100 - PERSONALIZADA;100;48;4,8;;6,377241209;Fita IMP;33;10
30.10.40.20.0202;FITA IMP HM 40 TR 072X1200 - M;1200;72;86,4;;87,36314413;Fita IMP;33;10
30.10.40.25.0045;FITA IMP AA 40 TR 072X100 - PERSONALIZADA;100;72;7,2;;5,929790509;Fita IMP;33;10
30.10.40.25.0047;FITA IMP AA 40 TR 048X050 - PERSONALIZADA;50;48;2,4;;2,034542281;Fita IMP;33;10
30.10.40.25.0048;FITA IMP AA 40 TR 048X075 - PERSONALIZADA;75;48;3,6;;2,995443781;Fita IMP;33;10
30.10.40.25.0049;FITA IMP AA 40 TR 072X075 - PERSONALIZADA;75;72;5,4;;4,494731672;Fita IMP;33;10
30.10.40.25.0050;FITA IMP AA 40 TR 048X070 - PERSONALIZADA;70;48;3,36;;2,804102603;Fita IMP;33;10
30.10.40.25.0051;FITA IMP AA 40 TR 048X040 - PERSONALIZADA;40;48;1,92;;1,651859925;Fita IMP;33;10
30.10.40.25.0056;FITA IMP AA 40 TR 072X080 - PERSONALIZADA;80;72;5,76;;4,78174344;Fita IMP;33;10
30.10.40.25.0057;FITA IMP AA 40 TR 048X080 - PERSONALIZADA;80;48;3,84;;3,18678496;Fita IMP;33;10
30.10.40.25.0058;FITA IMP AA 40 TR 024X080 - PERSONALIZADA;80;24;1,92;;1,59391448;Fita IMP;33;10
30.10.40.10.0093;FITA IMP AA 40 CFT 048X1200 - M;1200;48;57,6;;53,96469072;Fita IMP;33;10
30.10.40.12.0149;FITA IMP AS 50 TR 072X1200 - PERSONALIZADA;1200;72;86,4;;113,1873614;Fita IMP;33;10
30.10.40.17.0189;FITA IMP HM 45 CFH 048X050 - M;50;48;2,4;;3,033929858;Fita IMP;33;10
30.10.40.10.0063;FITA IMP AR9 45 CFT 072X050 - M;50;72;3,6;;3,873299187;Fita IMP;33;10
30.10.40.20.0203;FITA IMP HM 40 TR 072X1000 - M;1000;72;72;;72,91143504;Fita IMP;33;10
30.10.40.10.0094;FITA IMP AR9 45 CFB 096X080 - PERSONALIZADA;80;96;7,68;;8,640781876;Fita IMP;33;10
30.10.40.10.0139;FITA IMP AR9 45 CFLJ 072X075 - PERSONALIZADA;75;72;5,4;;6,088865079;Fita IMP;33;10
30.10.40.10.0141;FITA IMP AR9 45 CFLJ 048X040 - PERSONALIZADA;40;48;1,92;;2,218662914;Fita IMP;33;10
30.10.40.17.0186;FITA IMP HM 40 CFT 072X100 - M;100;72;7,2;;8,366353238;Fita IMP;33;10
30.10.40.25.0053;FITA IMP AA 40 TR 072X040 - PERSONALIZADA;40;72;2,88;;2,479355887;Fita IMP;33;10
30.10.40.25.0059;FITA IMP AA 40 TR 036X100 - M;100;36;3,6;;2,964895254;Fita IMP;33;10
30.10.40.25.0060;FITA IMP AR9 45 TR 048X080 - PERSONALIZADA;80;48;3,84;;3,55419616;Fita IMP;33;10
30.10.40.10.0145;FITA IMP AR9 45 CFB 048X050 - PERSONALIZADA;50;48;2,4;;2,743046018;Fita IMP;33;10
30.10.40.10.0122;FITA IMP AA 40 CFT 048X100 - M;100;48;4,8;;4,586112025;Fita IMP;33;10
30.10.40.17.0191;FITA IMP HM 40 CFT 048X100 - M (MIRVI);100;48;4,8;;5,576524825;Fita IMP;33;10
30.10.40.10.0163;FITA IMP AR9 45 CFH 072X1200 - M;1200;72;86,4;;95,04184824;Fita IMP;33;10
30.10.40.20.0207;FITA IMP HM 40 TR 048X100 - PERSONALIZADA;100;48;4,8;;4,942562472;Fita IMP;33;10
30.10.40.17.0192;FITA IMP HM 45 CFVM  048X100 - M;100;48;4,8;;6,365260825;Fita IMP;33;10
30.10.40.10.0165;FITA IMP AR9 45 CFB 048X090 - PERSONALIZADA;90;48;4,32;;4,844774042;Fita IMP;33;10
30.10.40.10.0091;FITA IMP AA 40 CFHA 048X100 - M;100;48;4,8;;4,586112025;Fita IMP;33;10
30.10.40.25.0072;FITA IMP AA 40 TR 024X100 - PERSONALIZADA;100;24;2,4;;1,976596836;Fita IMP;33;10
30.10.40.10.0166;FITA IMP AR9 45 CFVD 048X100 - PERSONALIZADA;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.20.0208;FITA IMP HM 45 TR 048X1200 - PERSONALIZADA;1200;48;57,6;;62,73489609;Fita IMP;33;10
30.10.40.17.0193;FITA IMP HM 45 CFH  072X1200 - PERSONALIZADA;1200;72;86,4;;105,5136665;Fita IMP;33;10
30.10.40.10.0072;FITA IMP AR9 45 CFT 036X100 - M;100;36;3,6;;3,784815019;Fita IMP;33;10
30.10.40.25.0070;FITA IMP AA 40 TR 048X090 - M;90;48;4,32;;3,569467316;Fita IMP;33;10
30.10.40.17.0194;FITA IMP HM 45 CFVM 072X100 - M;100;72;7,2;;9,549457238;Fita IMP;33;10
30.20.10.14.0085;"STRETCH FIL. 3""500X13 MANUSTIF LEV";KG;Bruto;0,5;3,5;9,685689226;Stretch;15;10
30.20.10.14.0091;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG)";KG;Bruto;0,6;2,5;8,944675778;Stretch;15;10
30.20.10.14.0092;"STRETCH FIL. 3""500X13 MANUSTIF LEV LÍQUIDO";KG;Liq;0,5;3,5;9,685689226;Stretch;15;10
30.20.10.14.0094;"STRETCH FIL. 3""500X13 MANUSTIF GOLD (5KG)";KG;Bruto;1,1;5;9,09917956;Stretch;15;10
30.20.10.14.0095;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (5KG)";KG;Bruto;0,9;5;9,400656878;Stretch;15;10
30.20.10.14.0096;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (5KG) LIQ";KG;Liq;0,9;5;9,400656878;Stretch;15;10
30.20.10.14.0097;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (11KG)";KG;Bruto;1,57;11;9,69402707;Stretch;15;10
30.20.10.14.0098;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (3KG) LIQ";KG;Liq;0,6;3;9,248663178;Stretch;15;10
30.20.10.14.0099;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (5KG) LIQUIDO/NETO";KG;Neto;0,9;5;9,400656878;Stretch;15;10
30.20.10.14.0100;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (3KG) LIQUIDO/NETO";KG;Neto;0,6;3;9,248663178;Stretch;15;10
30.20.10.14.0101;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV (2,5KG)";KG;Bruto;0,6;2,5;9,001813967;Stretch;15;10
30.20.10.16.0069;"STRETCH FIL. 3""500X23 MAN ESPECIAL LC2";KG;Bruto;1,57;4,5;7,822632153;Stretch;15;10
30.20.10.16.0999;"STRETCH FIL. 3""500 MAN ESPECIAL LC2";KG;Bruto;1,57;4,5;7,822632153;Stretch;15;10
30.20.10.19.0035;"STRETCH FIL. 3""500X17 MAQ ATX/11";KG;Bruto;1,57;11;9,414903177;Stretch;15;10
30.20.10.19.0037;"STRETCH FIL. 3""500X19 MAQ ATX/11";KG;Bruto;1,57;11;9,346992002;Stretch;15;10
30.20.10.19.0039;"STRETCH FIL. 3""500X23 MAQ ATX/11";KG;Bruto;1,57;11;9,311904561;Stretch;15;10
30.20.10.19.0041;"STRETCH FIL. 3""500X30 MAQ ATX/11";KG;Bruto;1,57;11;9,311904561;Stretch;15;10
30.20.10.19.0043;"STRETCH FIL. 3""500X40 MAQ ATX/11";KG;Bruto;1,57;11;9,311904561;Stretch;15;10
30.20.10.20.0001;"STRETCH FIL. 3""500X23 MAQ LC3/8";KG;Bruto;1,57;8;8,803534601;Stretch;15;10
30.20.10.20.0002;"STRETCH FIL. 3""500X30 MAQ LC3/8";KG;Bruto;1,57;8;8,803534601;Stretch;15;10
30.20.10.20.0003;"STRETCH FIL. 3""500X17 MAQ LC3/8";KG;Bruto;1,57;8;8,906533216;Stretch;15;10
30.20.10.20.0004;"STRETCH FIL. 3""500X19 MAQ LC3/8";KG;Bruto;1,57;8;8,838622041;Stretch;15;10
30.20.10.22.0034;"STRETCH FIL. 3""500X17 MAQ LC3/11";KG;Bruto;1,57;11;9,300591037;Stretch;15;10
30.20.10.22.0036;"STRETCH FIL. 3""500X19 MAQ LC3/11";KG;Bruto;1,57;11;9,232679862;Stretch;15;10
30.20.10.22.0038;"STRETCH FIL. 3""500X23 MAQ LC3/11";KG;Bruto;1,57;11;9,197592421;Stretch;15;10
30.20.10.22.0040;"STRETCH FIL. 3""500X30 MAQ LC3/11";KG;Bruto;1,57;11;9,197592421;Stretch;15;10
30.20.10.22.0042;"STRETCH FIL. 3""500X40 MAQ LC3/11";KG;Bruto;1,57;11;9,197592421;Stretch;15;10
30.20.10.22.0049;"STRETCH FIL. 3""500X40 MAQ LC3/8";KG;Bruto;1,57;8;8,803534601;Stretch;15;10
30.20.10.23.0001;"STRETCH FIL. 3""500X17 MAQ ATX/8";KG;Bruto;1,57;8;9,013708424;Stretch;15;10
30.20.10.23.0002;"STRETCH FIL. 3""500X19 MAQ ATX/8";KG;Bruto;1,57;8;8,945797249;Stretch;15;10
30.20.10.23.0003;"STRETCH FIL. 3""500X23 MAQ ATX/8";KG;Bruto;1,57;8;8,910709808;Stretch;15;10
30.20.10.23.0004;"STRETCH FIL. 3""500X30 MAQ ATX/8";KG;Bruto;1,57;8;8,910709808;Stretch;15;10
30.20.10.23.0006;"STRETCH FIL. 3""500X40 MAQ ATX/8";KG;Bruto;1,57;8;8,910709808;Stretch;15;10
30.20.10.25.0041;"STRETCH FIL. 3""150X19 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;9,697917722;Stretch;15;10
30.20.10.25.0042;"STRETCH FIL. 3""150X23 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;9,662830282;Stretch;15;10
30.20.10.25.0043;"STRETCH FIL. 3""100X23 CORTADO (MAQ)";KG;Bruto;0,24;3;9,880126547;Stretch;15;10
30.20.10.25.0045;"STRETCH FIL. 3""166X23 CORTADO MAQ (3,3 KG) ";KG;Bruto;0,4;3,3;9,572290172;Stretch;15;10
30.20.10.29.0002;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;9,525766934;Stretch;15;10
30.20.10.29.0003;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;9,457855759;Stretch;15;10
30.20.10.29.0004;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;9,422768319;Stretch;15;10
30.20.10.29.0005;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;9,422768319;Stretch;15;10
30.20.10.29.0006;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;9,422768319;Stretch;15;10
30.20.10.31.0001;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;9,906720876;Stretch;15;10
30.20.10.31.0002;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;9,644157321;Stretch;15;10
30.20.10.31.0003;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;9,576246146;Stretch;15;10
30.20.10.31.0004;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;9,541158706;Stretch;15;10
30.20.10.31.0005;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;9,541158706;Stretch;15;10
30.20.10.31.0006;"STRETCH FIL. 3""500X40 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;9,541158706;Stretch;15;10
30.20.10.31.0008;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQ/NETO";KG;Neto;1,57;14;9,541158706;Stretch;15;10
30.20.10.31.0009;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQ/NETO";KG;Neto;1,57;14;9,541158706;Stretch;15;10
30.20.10.31.0010;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;9,929214074;Stretch;15;10
30.20.10.31.0011;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQ/NETO";KG;Neto;1,57;14;9,644157321;Stretch;15;10
30.20.10.38.0001;"STRETCH FIL. 3""500X23 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.38.0002;"STRETCH FIL. 3""500X19 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;9,727609807;Stretch;15;10
30.20.10.38.0003;"STRETCH FIL. 3""500X30 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.39.0002;"STRETCH FIL. 3""500X19 MAQ ATX/16 LIQ/NETO";KG;Neto;1,57;16;9,681320962;Stretch;15;10
30.20.10.43.0001;"STRETCH FIL 3"" 500X19 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;10,6447492;Stretch;15;10
30.20.10.43.0002;"STRETCH FIL 3"" 500X23 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;10,60966176;Stretch;15;10
30.20.10.43.0003;"STRETCH FIL 3"" 500X30 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;10,60966176;Stretch;15;10
30.20.10.45.0001;"STRETCH FIL. 3""750X23 MAQ ATX/21,3";KG;Bruto;2,4;21,3;9,53716196;Stretch;15;10
30.20.10.45.0002;"STRETCH FIL. 3""750X23 MAQ ATX/21,3 LIQUIDO";KG;Liq;2,4;21,3;9,53716196;Stretch;15;10
30.20.10.45.0003;"STRETCH FIL. 3""750X30 MAQ ATX/21,3";KG;Bruto;2,4;21,3;9,53716196;Stretch;15;10
30.20.10.47.0001;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;9,525766934;Stretch;15;10
30.20.10.47.0002;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;9,422768319;Stretch;15;10
30.20.10.47.0003;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;9,422768319;Stretch;15;10
30.20.10.47.0004;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;9,422768319;Stretch;15;10
30.20.10.47.0005;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;9,457855759;Stretch;15;10
30.20.10.49.0001;"STRETCH FIL. 2""500X17 MANUAL LC3";KG;Bruto;0,4;2,8;9,490641019;Stretch;15;10
30.20.10.49.0003;"STRETCH FIL. 2""500X23 MANUAL LC3";KG;Bruto;0,4;2,8;9,387642403;Stretch;15;10
30.20.10.49.0005;"STRETCH FIL. 2""500X19 MANUAL  LC3 1,5KG EXPO";KG;Bruto;0,4;1,5;8,497927287;Stretch;15;10
30.20.10.50.0001;"STRETCH FIL 3"" 500X19 MAN CORELESS LC3";KG;Bruto;0;3,5;10,6447492;Stretch;15;10
30.20.10.50.0004;"STRETCH FIL 3"" 500X17 MAN CORELESS LC3";KG;Bruto;0;3,5;10,71266037;Stretch;15;10
30.20.10.50.0002;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3";KG;Bruto;0;3,5;10,60966176;Stretch;15;10
30.20.10.50.0009;"STRETCH FIL 3"" 450X10 PREESTIRADO CORELESS LC3 2KG";KG;Bruto;0;2;10,67994224;Stretch;30;10
30.20.10.50.0003;"STRETCH FIL 3"" 500X30 MAN CORELESS LC3";KG;Bruto;0;3,5;10,60966176;Stretch;15;10
30.20.10.51.0001;"STRETCH FIL. 2""166X30 CORTADO LC3";KG;Bruto;0,13;0,95;9,455541082;Stretch;15;10
30.20.10.51.0002;"STRETCH FIL. 2""100X23 CORTADO LC3";KG;Bruto;0,1;0,54;9,094439589;Stretch;15;10
