CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material;Percentual
30.20.10.74.0002;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,47;14;6,500630319;Stretch;12
30.20.10.31.0001;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,412223519;Stretch;12
30.20.10.74.0003;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS";KG;Liq;1,47;14;6,13199411;Stretch;12
30.20.10.75.0001;"STRETCH FIL. 3"" 500X23 MAQ LC2 16KG EXPO";KG;Bruto;1,47;16;5,798198847;Stretch;12
30.20.10.76.0001;"STRETCH FIL. 3""500X15 MAN 450MT EXPO LIQ";KG;Liq;0,6;3,7;6,67474325;Stretch;12
30.20.10.76.0002;"STRETCH FIL. 3""500X17 MAN 450MT EXPO LIQ";KG;Liq;0,6;4,1;6,348383973;Stretch;12
30.20.10.76.0003;"STRETCH FIL. 3""500X19 MAN 450MT EXPO LIQ";KG;Liq;0,6;4,5;6,27140506;Stretch;12
30.20.10.14.0113;"STRETCH FIL. 3""450X10 MANUSTIF PLUS MAN (5KG)";KG;Bruto;0,6;5;6,564986636;Stretch;12
30.20.10.77.0001;"STRETCH FIL. 3""500X13 MANUSTIF LEV NOVO";KG;Bruto;0,6;2,5;6,390341671;Stretch;12
30.20.10.77.0002;"STRETCH FIL. 3""500X13 MANUSTIF LEV LIQUIDO NOVO";KG;Liq;0,6;4,9;6,503479915;Stretch;12
30.20.10.81.0001;"STRETCH FIL. 3""500X23 MAQ AT/10 NOVO";KG;Bruto;1,47;10;5,775066351;Stretch;12
30.20.10.81.0002;"STRETCH FIL. 3""500X19 MAQ AT/10 NOVO";KG;Bruto;1,47;10;5,820441529;Stretch;12
30.20.10.81.0003;"STRETCH FIL. 3""500X30 MAQ AT/10 NOVO";KG;Bruto;1,47;10;5,775066351;Stretch;12
30.20.10.82.0001;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO";KG;Liq;1,47;14;5,881827291;Stretch;12
30.20.10.82.0002;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO";KG;Liq;1,47;14;5,927202469;Stretch;12
30.20.10.82.0003;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO";KG;Liq;1,47;14;5,881827291;Stretch;12
30.20.10.83.0001;"STRETCH FIL. 3""500X40 MAQ LC3/14 B";KG;Bruto;1,47;14;5,824177098;Stretch;12
30.20.10.83.0002;"STRETCH FIL. 3""500X30 MAQ LC3/14 B";KG;Bruto;1,47;14;5,824177098;Stretch;12
30.20.10.83.0003;"STRETCH FIL. 3""500X23 MAQ LC3/14 B";KG;Bruto;1,47;14;5,824177098;Stretch;12
30.20.10.84.0001;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2";KG;Bruto;1,7;3,5;3,647860591;Stretch;12
30.20.10.57.0007;"STRETCH FIL. 3""500X19 MAN GOLD/5 CONDOR LC3";KG;Bruto;1,1;5;6,199156822;Stretch;12
30.20.10.56.0004;"STRETCH FIL. 3""500X23  MAN ESPECIAL - 5 KG LC3";KG;Bruto;1,47;5;5,592439763;Stretch;12
30.20.10.14.0102;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(2,5KG)";KG;Liq;0,6;2,5;6,441425481;Stretch;12
30.20.10.14.0103;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,0KG)";KG;Bruto;0,6;2;6,331286599;Stretch;12
30.20.10.47.0006 ;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,47;14;5,957375203;Stretch;12
30.20.10.14.0105;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV LIQUIDO(5KG)";KG;Liq;0,9;5;6,503206059;Stretch;12
30.20.10.66.0002 ;"STRETCH FIL. 3""1000X30 MAQ LC3/20";KG;Bruto;3,14;20;5,695346395;Stretch;12
30.20.10.14.0107;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG)";KG;Bruto;1,47;15,5;6,368875329;Stretch;12
30.20.10.91.0001;"STRETCH FIL. 3""500X17 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;5,06724875;Stretch;12
30.20.10.91.0009;"STRETCH FIL. 3""500X19 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;4,979425823;Stretch;12
30.20.10.91.0002;"STRETCH FIL. 3""500X23 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;4,934050645;Stretch;12
30.20.10.91.0003;"STRETCH FIL. 3""500X30 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;4,934050645;Stretch;12
30.20.10.91.0004;"STRETCH FIL. 3""500X19 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;5,209478898;Stretch;12
30.20.10.91.0005;"STRETCH FIL. 3""500X23 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;5,164103719;Stretch;12
30.20.10.91.0007;"STRETCH FIL. 3""500X40 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;5,164103719;Stretch;12
30.20.10.91.0006;"STRETCH FIL. 3""500X30 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;5,164103719;Stretch;12
30.20.10.56.0014;"STRETCH FIL. 3""500X30 MAN ESP 5 KG LC3";KG;Bruto;1,47;5;5,592439763;Stretch;12
30.20.10.25.0061;"STRETCH FIL. 3""150X25 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;6,234291179;Stretch;12
30.20.10.25.0062;"STRETCH FIL. 3""125X40 CORTADO MAQ (2,5 KG) C/UV LÍQUIDO";KG;Liq;0,3;2,5;6,225196995;Stretch;12
30.20.10.25.0051;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) C/ UV";KG;Bruto;0,3;3;6,241869666;Stretch;12
30.20.10.25.0053;"STRETCH FIL. 3""100X30 CORTADO (MAQ)";KG;Bruto;0,24;3;6,258542336;Stretch;12
30.20.10.25.0052;"STRETCH FIL. 3""125X23 CORTADO MAQ (2,5 KG)";KG;Bruto;0,3;2,5;6,225196995;Stretch;12
30.20.10.25.0056;"STRETCH FIL. 3""100X19 CORTADO (MAQ) (2,5 KG) LIQ";KG;Liq;0,24;2,5;6,290579378;Stretch;12
30.20.10.25.0057;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) B";KG;Bruto;0,3;3;6,241869666;Stretch;12
30.20.10.29.0010;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,160837641;Stretch;12
30.20.10.29.0011;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,073014714;Stretch;12
30.20.10.29.0012;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,027639536;Stretch;12
30.20.10.29.0013;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,027639536;Stretch;12
30.20.10.29.0015;"STRETCH FIL. 3""500X15 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,500385582;Stretch;12
30.20.10.31.0015;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,28028011;Stretch;12
30.20.10.31.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,192457184;Stretch;12
30.20.10.31.0017;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,147082005;Stretch;12
30.20.10.31.0018;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,147082005;Stretch;12
30.20.10.43.0002;"STRETCH FIL 3"" 500X23 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;6,555048735;Stretch;12
30.20.10.57.0009;"STRETCH FIL. 3""500X23 MAN GOLD/3 LC3";KG;Bruto;1,1;3;6,031515394;Stretch;12
30.20.10.65.0002;"STRETCH FIL. 3""750X23 MAQ LC3/21,3";KG;Bruto;2,4;21,3;5,805159565;Stretch;12
30.20.10.70.0002 ;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO";KG;Bruto;1,47;10;5,72012153;Stretch;12
30.20.10.71.0008;"STRETCH FIL. 3""500X13 MAQ ATX/10 NOVO";KG;Bruto;1,47;10;6,331845475;Stretch;12
30.20.10.31.0019;"STRETCH FIL. 3""500X40 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,147082005;Stretch;12
30.20.10.74.0009;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;6,710365832;Stretch;12
30.20.10.74.0011;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;6,341729623;Stretch;12
30.20.10.74.0012;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;6,253906697;Stretch;12
30.20.10.74.0013;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;6,208531518;Stretch;12
30.20.10.74.0014;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;6,208531518;Stretch;12
30.20.10.82.0006;"STRETCH FIL. 3""500X23 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,087360776;Stretch;12
30.20.10.83.0004;"STRETCH FIL. 3""500X19 MAQ LC3/14 B";KG;Bruto;1,47;14;5,869552277;Stretch;12
30.20.30.01.0001;STRETCH FIL. COBERTURA 1500X70 30K;KG;Bruto;4,71;30;5,695346395;Stretch;12
30.20.10.65.0005;"STRETCH FIL. 3""750X23 MAQ LC3/21,3 LIQUIDO";KG;Liq;2,4;21,3;5,805159565;Stretch;12
30.20.10.29.0014;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,027639536;Stretch;12
30.20.10.91.0008;"STRETCH FIL. 3""500X40 MAQ LC3/8 ESPECIALISSIMO";KG;Bruto;1,7;8;4,934050645;Stretch;12
30.20.10.70.0010;"STRETCH FIL. 3""1500X30 MAQ LC3/30 C UV";KG;Bruto;4,71;30;5,695346395;Stretch;12
30.20.10.38.0004;"STRETCH FIL. 3""500X40 MAN LEV LIQ/NETO";KG;Neto;0,6;4,9;6,235103444;Stretch;12
30.20.10.69.0007;"STRETCH FIL. 3""500X40 MAN LEV LIQUIDO NOVO";KG;Liq;0,6;4,9;6,235103444;Stretch;12
30.20.10.79.0002;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,6;4,9;6,426760668;Stretch;12
30.20.10.79.0001;"STRETCH FIL. 3""500X23 MAN LEV NOVO AZUL";KG;Bruto;0,6;4,9;6,426760668;Stretch;12
30.20.10.85.0001;"STRETCH FIL. 3""500X23 MAN ESPECIAL AZUL NOVO";KG;Bruto;1,47;4;5,544392508;Stretch;12
30.20.10.79.0003;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO AZUL";KG;Liq;0,6;4,9;6,899506714;Stretch;12
30.20.10.79.0004;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERDE";KG;Liq;0,6;4,9;6,899506714;Stretch;12
30.20.10.79.0005;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,6;4,9;6,899506714;Stretch;12
30.20.10.79.0006;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,6;4,9;6,70784949;Stretch;12
30.20.10.17.0070;"STRETCH FIL. 3""500X23 MAN GOLD AZUL ";KG;Bruto;1,1;4;6,266271867;Stretch;12
30.20.10.17.0078;"STRETCH FIL. 3""500X19 MAN GOLD VERDE";KG;Bruto;1,1;4;6,311647046;Stretch;12
30.20.10.67.0006;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO VERDE";KG;Bruto;1,47;4;5,544392508;Stretch;12
30.20.10.25.0060;"STRETCH FIL. 3""250X23 CORTADO MAQ LC3 (3,3 KG)";KG;Bruto;0,6;3,3;6,173663287;Stretch;12
30.20.10.62.0001;"STRETCH FIL. 3""1500X40 MAQ LC3/34";KG;Bruto;4,71;34;5,741107527;Stretch;12
20.20.10.11.xxxx;JUMBO 13 ATX(250) STRETCH FILME;KG;Bruto;1,7;38;6,589365611;Stretch;12
30.20.10.14.0106;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (11KG) LIQUIDO";KG;Liq;1,47;11;6,323830596;Stretch;12
30.20.10.14.0110;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (15,5KG) LIQUIDO";KG;Liq;1,47;15,5;6,429716233;Stretch;12
30.20.10.50.0006;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;4;6,555048735;Stretch;12
30.20.10.75.0009;"STRETCH FIL. 3"" 500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;5,954278311;Stretch;12
30.20.10.58.0013;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 3,5KG EXPO";KG;Bruto;0;3,5;6,600423913;Stretch;12
30.20.10.58.0014;"STRETCH FIL. 3"" 500X20 MAN CORELESS LC3 4KG EXPO";KG;Bruto;0;4;6,600423913;Stretch;12
30.20.10.75.0034;"STRETCH FIL. 3"" 500X20 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;5,92402506;Stretch;12
30.20.10.75.0010;"STRETCH FIL. 3"" 500X20 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;5,866455385;Stretch;12
30.20.10.75.0004;"STRETCH FIL. 3"" 500X20 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;5,866455385;Stretch;12
30.20.10.75.0013;"STRETCH FIL. 3"" 500X35 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;5,821080206;Stretch;12
30.20.10.14.0114;"STRETCH FIL. 3""430X09 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;6,388922179;Stretch;12
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;6,388922179;Stretch;12
30.20.10.14.0117;"STRETCH FIL. 3""460X09 MANUPREST SLIM (5,00 KG) - EXPO";KG;Bruto;0,9;5;6,446557759;Stretch;12
30.20.10.14.0115;"STRETCH FIL. 3""470X09 MANUPREST SLIM  (2,8KG) EXPO LIQ";KG;Liq;0,6;2,8;6,413623142;Stretch;12
30.20.10.75.0031;"STRETCH FIL. 3""500X10 MANUSTIF 16KG EXPO";KG;Bruto;1,7;16;6,338498922;Stretch;12
30.20.10.75.0032;"STRETCH FIL. 3""500X12 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;6,463014303;Stretch;12
30.20.10.75.0015;"STRETCH FIL. 3""500X13 MAQ LC3 17KG EXPO";KG;Bruto;1,7;17;6,338398979;Stretch;12
30.20.10.75.0027;"STRETCH FIL. 3""500X15 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;6,408965593;Stretch;12
30.20.10.75.0033;"STRETCH FIL. 3""500X17 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;6,011847987;Stretch;12
30.20.10.75.0018;"STRETCH FIL. 3""500X17 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;6,069417652;Stretch;12
30.20.10.75.0029;"STRETCH FIL. 3""500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;5,954278311;Stretch;12
30.20.10.75.0003;"STRETCH FIL. 3""500X17 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;5,954278311;Stretch;12
30.20.10.75.0025;"STRETCH FIL. 3""500X19 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;5,981594726;Stretch;12
30.20.10.75.0043;"STRETCH FIL. 3""500X20 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;5,981594726;Stretch;12
30.20.10.75.0030;"STRETCH FIL. 3""500X20 MAQ AT 18KG EXPO";KG;Bruto;1,7;18;5,954033922;Stretch;12
30.20.10.58.0012;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,6;5;6,225836191;Stretch;12
30.20.10.58.0011;"STRETCH FIL. 3""500X23 MAN LEV LC3 4KG EXPO - TB 0,5";KG;Bruto;0,6;4;6,157384415;Stretch;12
30.20.10.58.0016;"STRETCH FIL. 3""500X23 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,6;4,5;6,170204747;Stretch;12
30.20.10.58.0017;"STRETCH FIL. 3""500X20 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,6;4,5;6,215579925;Stretch;12
30.20.10.58.0007;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,6;5;6,180461012;Stretch;12
30.20.10.58.0010;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;6,149692216;Stretch;12
30.20.10.75.0035;"STRETCH FIL. 3""500X23 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;5,878649882;Stretch;12
30.20.10.75.0012;"STRETCH FIL. 3""500X23 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;5,936219547;Stretch;12
30.20.10.75.0041;"STRETCH FIL. 3""500X19 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;5,960964579;Stretch;12
30.20.10.75.0042;"STRETCH FIL. 3""500X30 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;5,960964579;Stretch;12
30.20.10.75.0037;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO";KG;Bruto;1,7;17,57;5,844602131;Stretch;12
30.20.10.75.0005;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;5,844602131;Stretch;12
30.20.10.75.0002;"STRETCH FIL. 3""500X23 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;5,821080206;Stretch;12
30.20.10.75.0019;"STRETCH FIL. 3""500X25 MAQ AT 18KG EXPO";KG;Bruto;1,7;18;5,908658744;Stretch;12
30.20.10.75.0036;"STRETCH FIL. 3""500X30 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;5,936219547;Stretch;12
30.20.10.75.0022;"STRETCH FIL. 3""500X30 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;5,821080206;Stretch;12
30.20.10.14.0116;STRETCH FIL. 3''470X09 MANUPREST SLIM (2,5KG) EXPO;KG;Bruto;0,6;2,5;6,388922179;Stretch;12
30.20.10.56.0016;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5KG EXPO";KG;Bruto;1,47;5;5,592338928;Stretch;12
30.20.10.90.0019;"STRETCH FILME 3""500X23 LC2 4600M EXPO";KG;Bruto;1,7;50;5,928844503;Stretch;12
30.20.10.90.0014;"STRETCH FILME 3""500X28 LC3 3750M EXPO LIQ";KG;Liq;1,7;50;5,991068058;Stretch;12
30.20.10.90.0017;"STRETCH FILME 3""510X21 ATX PLUS 5000M EXPO LIQ";KG;Liq;1,7;50;6,224914593;Stretch;12
30.20.10.90.0010;"STRETCH FILME 3""510X23 ATX PLUS 4570M EXPO LIQ";KG;Liq;1,7;50;6,179539414;Stretch;12
30.20.10.90.0018;"STRETCH FILME 3""510X27 ATX PLUS 3890M EXPO LIQ";KG;Liq;1,7;50;6,179539414;Stretch;12
30.20.10.31.0014;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,619828052;Stretch;12
30.20.10.52.0021;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 LIQUIDO";KG;Liq;0,6;2,25;6,102930746;Stretch;12
30.20.10.66.0004;"STRETCH FIL. 3""1000X30 MAQ ATX PLUS/28 LIQUIDO";KG;Liq;3,14;28;5,979705873;Stretch;12
30.20.10.25.0058;"STRETCH FIL. 3""150X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,36;3;6,225196995;Stretch;12
30.20.10.25.0055;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,3;3;6,241869666;Stretch;12
20.20.40.12.0022;JUMBO 18 LC3(150) 500MM STRETCH FILME - EXPO LÍQ;KG;Liq;1,7;50;6,036443236;Stretch;12
30.20.10.56.0019;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5,6KG EXPO LIQ";KG;Liq;1,47;5,6;5,670103605;Stretch;12
30.20.10.14.0118;"STRETCH FIL. 3""450X15 MANUSTIF PLUS LEV (2,5KG)";KG;Bruto;0,6;2,5;6,441425481;Stretch;12
30.20.10.16.0070;"STRETCH FIL. 3""500X23 MAN ESPECIAL VERMELHO";KG;Bruto;1,47;4,5;5,656746797;Stretch;12
30.20.10.25.0054;"STRETCH FIL. 3""100X17 CORTADO MAQ (2,5 KG) LIQ";KG;Liq;0,24;2,5;6,378402304;Stretch;12
30.20.10.25.0063;"STRETCH FIL. 3""150X40 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;6,234291179;Stretch;12
30.20.10.31.0013;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,648916319;Stretch;12
30.20.10.45.0004;"STRETCH FIL. 3""750X30 MAQ ATX/21,3 LIQUIDO";KG;Liq;2,4;21,3;5,805159565;Stretch;12
30.20.10.52.0024;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 - VERMELHO";KG;Bruto;0,6;2,25;6,263090814;Stretch;12
30.20.10.57.0011;"STRETCH FIL. 3""500X17 MAN GOLD/5 LC3";KG;Bruto;1,1;5;6,286979748;Stretch;12
30.20.10.66.0005;"STRETCH FIL. 3""1000X17 MAQ LC3/28";KG;Bruto;3,14;28;5,939678678;Stretch;12
30.20.10.66.0006;"STRETCH FIL. 3""1000X30 MAQ LC3/28";KG;Bruto;3,14;28;5,806480573;Stretch;12
30.20.10.67.0007;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO BRANCO";KG;Bruto;1,47;4;5,40625445;Stretch;12
30.20.10.74.0010;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;6,681277565;Stretch;12
30.20.10.74.0015;"STRETCH FIL. 3""500X25 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;6,208531518;Stretch;12
30.20.10.79.0007;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,6;4,9;6,235103444;Stretch;12
30.20.10.79.0008;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,6;4,9;6,426760668;Stretch;12
30.20.10.80.0001;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO AZUL";KG;Bruto;1,47;10;5,906416809;Stretch;12
30.20.10.82.0005;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,132735954;Stretch;12
30.20.10.82.0007;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;6,087360776;Stretch;12
30.20.10.58.0020;"STRETCH FIL. 3""500X19 MAN LEV LC3 4KG EXPO LIQ - TB 0,5";KG;Liq;0,6;4;6,202759594;Stretch;12
30.20.10.50.0001;"STRETCH FIL 3"" 500X19 MAN CORELESS LC3";KG;Bruto;0;3,5;6,600423913;Stretch;12
30.20.10.58.0019;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;6,195067395;Stretch;12
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;6,388922179;Stretch;12
30.20.10.14.0120;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,8KG) EXPO";KG;Bruto;0,6;1,8;6,299266832;Stretch;12
60.14.01.03.0004;"STRETCH FIL. 3""500X23 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,47;3,5;5,27326494;Stretch;12
60.14.01.03.0005;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,6;4,9;6,178577208;Stretch;12
60.14.01.03.0006;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,6;4,9;6,178577208;Stretch;12
60.14.01.04.0001;"STRETCH FIL. 3""500X23 MAQ 150/50 - MANAUS";KG;Bruto;1,7;50;5,991068058;Stretch;12
60.14.01.04.0002;"STRETCH FIL. 3""500X30 MAQ 150/50 - MANAUS";KG;Bruto;1,7;50;5,991068058;Stretch;12
60.14.01.03.0008;"STRETCH FIL. 3""500X23 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,47;4;5,40625445;Stretch;12
60.14.01.05.0003;"STRETCH FIL. 3""500X30 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
30.20.10.84.0002;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2 C/ UV";KG;Bruto;1,47;4;5,365512837;Stretch;12
60.14.01.05.0006;"STRETCH FIL. 3""500X19 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;6,036443236;Stretch;12
60.14.01.03.0011;"STRETCH FIL. 3""500X23 MAQ LC3/14 LIQUIDO VERMELHO AEROPORTO - MANAUS";KG;Liq;1,1;15,1;6,230129688;Stretch;12
60.14.01.05.0005;"STRETCH FIL. 3""500X25 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
60.14.01.05.0001;"STRETCH FIL. 3""500X17 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;6,124266163;Stretch;12
60.14.01.04.0007;"STRETCH FIL. 3""500X25 MAQ 150/50 - MANAUS";KG;Bruto;1,7;50;5,991068058;Stretch;12
20.20.40.13.0012;JUMBO 23 LC3(150) BRANCO STRETCH FILME;KG;Bruto;1,7;50;6,202042547;Stretch;12
60.14.01.05.0004;"STRETCH FIL. 3""500X40 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;50;5,991068058;Stretch;12
60.14.01.07.0001;"STRETCH FIL. 3""430X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;3;6,427345899;Stretch;12
60.14.01.06.0001;"STRETCH FIL. 3""500X23 ATX 250/50 - MANAUS";KG;Bruto;1,7;50;6,115515166;Stretch;12
20.20.40.13.0020;"STRETCH FIL. 3""500X25 MAQ 150/50 - MANAUS";KG;Bruto;1,7;50;5,991068058;Stretch;12
30.20.10.16.1000;"STRETCH FIL. 3""500X23 MAN GOLD VERMELHO";KG;Bruto;1,1;5;6,324133716;Stretch;12
60.14.01.03.0014;JUMBO 23 LC3(150) BRANCO STRETCH FILME - MANAUS;KG;Bruto;1,7;50;6,202042547;Stretch;12
60.14.01.03.0015;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 (2,5KG) - MANAUS";KG;Liq;0,6;2,5;6,088154624;Stretch;12
60.14.01.04.0005;"STRETCH FIL. 3""500X17 MAQ 150/50 - MANAUS";KG;Bruto;1,7;50;6,124266163;Stretch;12
