CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material
30.10.10.11.0086;FITA PP AA 40 HA 072X090 - PERSONALIZADA;90;72;6,48;;3,547649081;Fita PP
30.10.10.11.0093;FITA PP AA 40 HA 036X050;50;36;1,8;;1,024434741;Fita PP
30.10.10.12.0050;FITA PP AA 40 TR 048X400 - M;400;48;19,2;;9,593660663;Fita PP
30.10.10.12.0104;FITA PP AA 40 TR 018X050 - PERSONALIZADA;50;18;0,9;;0,51221737;Fita PP
30.10.10.12.0106;FITA PP AA 40 TR 018X100 - PERSONALIZADA;100;18;1,8;;0,980192657;Fita PP
30.10.10.12.0120;FITA PP AA 40 TR 072X100 - PERSONALIZADA;100;72;7,2;;3,920770628;Fita PP
30.10.10.12.0123;FITA PP AA 40 TR 024X090 - PERSONALIZADA;90;24;2,16;;1,182549694;Fita PP
30.10.10.12.0130;FITA PP AA 40 TR 012X050 - PERSONALIZADA;50;12;0,6;;0,341478247;Fita PP
30.10.10.12.0170;FITA PP AA 40 TR 072X085 - PERSONALIZADA;85;72;6,12;;3,361088308;Fita PP
30.10.10.12.0172;FITA PP AA 40 TR 024X600 - M;600;24;14,4;;7,559595025;Fita PP
30.10.10.12.0174;FITA PP AA 40 TR 096X090 - PERSONALIZADA;90;96;8,64;;4,728110775;Fita PP
30.10.10.12.0175;FITA PP AA 40 TR 036X400 - M;400;36;14,4;;7,608663025;Fita PP
30.10.10.13.0092;FITA PP AR9 45 AM 048X1000 - PERSONALIZADA;1000;48;48;;30,14202336;Fita PP
30.10.10.14.0086;FITA PP AR9 45 AZ 048X1200 - M;1200;48;57,6;;36,08337609;Fita PP
30.10.10.14.0096;FITA PP AR9 45 AZ 048X080 - PERSONALIZADA;80;48;3,84;;2,525139927;Fita PP
30.10.10.15.0102;FITA PP AR9 45 BR 048X100 - PERSONALIZADA;100;48;4,8;;3,125093381;Fita PP
30.10.10.15.0110;FITA PP AR9 45 BR 048X1200 - PERSONALIZADA;1200;48;57,6;;36,08337609;Fita PP
30.10.10.15.0111;FITA PP AR9 45 BR 072X1200 - PERSONALIZADA;1200;72;86,4;;56,90985752;Fita PP
30.10.10.15.0114;FITA PP AR9 45 BR 030X1200 - PERSONALIZADA;1200;30;36;;23,7668481;Fita PP
30.10.10.17.0131;FITA PP AR9 45 LJ 024X100 - M;100;24;2,4;;1,625878608;Fita PP
30.10.10.18.0165;FITA PP AR9 45 TR 072X090 - M;90;72;6,48;;4,01549772;Fita PP
30.10.10.18.0235;FITA PP AR9 45 TR 048X1000 - PERSONALIZADA;1000;48;48;;27,22846752;Fita PP
30.10.10.18.0276;FITA PP AR9 45 TR 072X090 - PERSONALIZADA;90;72;6,48;;4,01549772;Fita PP
30.10.10.19.0212;FITA PP AR9 45 VD 048X040 - PERSONALIZADA;40;48;1,92;;1,321037409;Fita PP
30.10.10.21.0221;FITA PP AR9 45 VM 048X040 - PERSONALIZADA;40;48;1,92;;1,321037409;Fita PP
30.10.10.21.0222;FITA PP AR9 45 VM 048X080 - PERSONALIZADA;80;48;3,84;;2,525139927;Fita PP
30.10.20.13.0294;FITA PP AS 50 TR 048X100 - PERSONALIZADA;100;48;4,8;;4,407736103;Fita PP
30.10.30.12.0023;FITA PP HM 40 HA 144X1200 - M;1200;144;172,8;;141,9979959;Fita PP
30.10.30.13.0124;FITA PP HM 40 TR 048X090 - PERSONALIZADA;90;48;4,32;;3,668813345;Fita PP
30.10.10.11.0042;FITA PP AA 40 HA 048X040 - PERSONALIZADA;40;48;1,92;;1,065873356;Fita PP
30.10.10.11.0095;FITA PP AA 40 HA 288X1200 - M;1200;288;345,6;;170,5707271;Fita PP
30.10.10.12.0069;FITA PP AA 40 TR 192X1200 - M;1200;192;230,4;;121,5688532;Fita PP
30.10.10.13.0078;FITA PP AR9 45 AM 048X1200 - M;1200;48;57,6;;36,52497609;Fita PP
30.10.10.15.0113;FITA PP AR9 45 BR 096X600 - M;600;96;57,6;;38,10709008;Fita PP
30.10.10.16.0093;FITA PP AR9 45 HA 024X050 - M;50;24;1,2;;0,769595131;Fita PP
30.10.10.16.0100;FITA PP AR9 45 HA 048X045 - PERSONALIZADA;45;48;2,16;;1,339915759;Fita PP
30.10.10.16.0107;FITA PP AR9 45 HA 048X1200 - M;1200;48;57,6;;32,58710908;Fita PP
30.10.10.16.0111;FITA PP AR9 45 HA 072X1200 - M;1200;72;86,4;;51,66545701;Fita PP
30.10.10.17.0132;FITA PP AR9 45 LJ 072X1200 - M;1200;72;86,4;;56,90985752;Fita PP
30.10.10.18.0189;FITA PP AR9 45 TR 192X1200 - M;1200;192;230,4;;138,2034715;Fita PP
30.10.10.18.0277;FITA PP AR9 45 TR 024X600 - M;600;24;14,4;;8,599258667;Fita PP
30.10.10.21.0224;FITA PP AR9 45 VM 072X1200 - M;1200;72;86,4;;56,90985752;Fita PP
30.10.30.13.0149;FITA PP HM 40 TR 072X090 - M;90;72;6,48;;5,674372795;Fita PP
30.10.71.01.0003;FITA PP BRC 50 TR 072X100 - M;100;72;7,2;;6,930215147;Fita PP
30.10.71.01.0004;FITA PP BRC 50 TR 072X1200 - M;1200;72;86,4;;81,54080939;Fita PP
30.10.10.12.0154;FITA PP AA 40 TR 012X200 - M;200;12;2,4;;1,276921712;Fita PP
30.10.10.21.0202;FITA PP AR9 45 VM 024X050 - M;50;24;1,2;;0,842434027;Fita PP
30.10.10.12.0154;FITA PP AA 40 TR 012X200 - M;200;12;2,4;;1,276921712;Fita PP
30.10.10.12.0173;FITA PP AA 40 TR 120X500 - M;500;120;60;;30,46535707;Fita PP
30.10.10.13.0075;FITA PP AR9 45 AM 072X1200 - M;1200;72;86,4;;56,90985752;Fita PP
30.10.10.14.0097;FITA PP AR9 45 AZ 072X1200 - M;1200;72;86,4;;56,90985752;Fita PP
30.10.10.15.0089;FITA PP AR9 45 BR 072X1200 - M;1200;72;86,4;;56,90985752;Fita PP
30.10.10.15.0108;FITA PP AR9 45 BR 168X1200 - M;1200;168;201,6;;132,7928377;Fita PP
30.10.10.21.0202;FITA PP AR9 45 VM 024X050 - M;50;24;1,2;;0,842434027;Fita PP
30.10.10.21.0223;FITA PP AR9 45 VM 036X1200 - M;1200;36;43,2;;28,45492876;Fita PP
30.10.10.12.0070;FITA PP AA 40 TR 288X1200 - M;1200;288;345,6;;170,5707271;Fita PP
30.10.30.16.0075;FITA PP HM 45 TR 072X100 - PERSONALIZADA;100;72;7,2;;6,793436016;Fita PP
20.10.10.20.0022;JUMBINHO FITA PP (LJ) 144X1200 AR9 45 ;1200;144;172,8;;108,2501283;Fita PP
20.10.10.20.0023;JUMBINHO FITA PP (VD) 144X1200 AR9 45 ;1200;144;172,8;;108,2501283;Fita PP
20.10.10.20.0024;JUMBINHO FITA PP (VM) 144X1200 AR9 45 ;1200;144;172,8;;108,2501283;Fita PP
20.10.10.61.0007;JUMBINHO FITA PP (HA) 144X1200-HOT MELT 45;1200;144;172,8;;154,2293329;Fita PP
30.10.10.12.0182;FITA PP AA 40 TR 048X095 - PERSONALIZADA;95;48;4,56;;2,369090393;Fita PP
30.10.30.12.0125;FITA PP HM 40 HA 048X080 - M;80;48;3,84;;3,275092541;Fita PP
30.10.71.01.0005;FITA PP BRC 50 TR 048X1200 - M;1200;48;57,6;;52,50401067;Fita PP
60.13.01.01.0004;FITA PP AA 40 TR 048X100 MANAUS;100;48;4,8;;2,337952255;Fita PP revenda
30.10.10.12.0023;FITA PP AA 40 TR 018X045 - M;45;18;0,81;;0,465577177;Fita PP
30.10.30.18.0001;FITA PP HM 45 VM 048X1200 - M;1200;48;57,6;;56,30231241;Fita PP
60.13.01.02.0004;FITA PP AR9 45 TR 048X100 MANAUS;100;48;4,8;;2,66371353;Fita PP revenda
60.13.01.02.0002;FITA PP AR9 45 TR 048X1200 MANAUS;1200;48;57,6;;30,63188253;Fita PP revenda
30.10.30.14.0098;FITA PP HM 45 VM 048X100 - M;100;48;4,8;;4,810004741;Fita PP
60.13.01.01.0017;FITA PP AA 40 TR 048X100 - PERSONALIZADA;100;48;4,8;;2,337952255;Fita PP revenda
60.13.01.03.0002;FITA PP AA 40 HA 048X080 MANAUS;80;48;3,84;;1,893923113;Fita PP revenda
30.10.30.18.0003;FITA PP HM 45 VM 048X050 - M;50;48;2,4;;2,463469816;Fita PP
60.13.01.01.0001;FITA PP AA 40 TR 048X045 MANAUS;45;48;2,16;;1,11292824;Fita PP revenda
30.10.30.12.0015;FITA PP HM 40 HA 048X090 - M;90;48;4,32;;3,668813345;Fita PP
60.13.01.01.0002;FITA PP AA 40 TR 048X050 MANAUS;50;48;2,4;;1,223935526;Fita PP revenda
30.10.30.13.0146;FITA PP HM 40 TR 048X1200 - PERSONALIZADA;1200;48;57,6;;47,3326653;Fita PP
60.13.01.01.0016;FITA PP AA 40 TR 048X050 - PERSONALIZADA;50;48;2,4;;1,223935526;Fita PP revenda
60.13.01.03.0006;FITA PP AA 40 HA 048X040 - MANAUS;40;48;1,92;;1,001920955;Fita PP revenda
30.10.10.21.0225;FITA PP AR9 45 VM 072X100 - M;100;72;7,2;;4,877635824;Fita PP
30.10.10.13.0094;FITA PP AR9 45 AM 072X100 - M;100;72;7,2;;4,877635824;Fita PP
30.10.10.15.0115;FITA PP AR9 45 BR 120X600 - M;600;120;72;;45,86592462;Fita PP
60.13.01.02.0010;FITA PP AR9 45 TR 048X100 - PERSONALIZADA;100;48;4,8;;2,66371353;Fita PP revenda
60.13.01.03.0007;FITA PP AA 40 HA 048X045 PERSONALIZADA;45;48;2,16;;1,11292824;Fita PP revenda
60.13.01.03.0008;FITA PP AA 40 HA 048X100 PERSONALIZADA;100;48;4,8;;2,337952255;Fita PP revenda
30.10.30.14.0099;FITA PP HM 45 VM 024X100 - M;100;24;2,4;;2,468334288;Fita PP
30.10.10.12.0176;FITA PP AA 40 TR 012X040 - M;40;12;0,48;;0,279291322;Fita PP
60.13.02.01.0006;FITA PP HM 40 TR 048X1200 MANAUS;1200;48;57,6;;44,49270538;Fita PP revenda
60.13.01.01.0015;FITA PP AA 40 TR 144x1200 MANAUS;1200;144;172,8;;80,16824172;Fita PP revenda
30.10.10.12.0115;FITA PP AA 40 TR 048X1200 - PERSONALIZADA;1200;48;57,6;;28,42845451;Fita PP
60.13.01.02.0009;FITA PP AR9 45 TR 144X1200 MANAUS;1200;144;172,8;;91,8956476;Fita PP revenda
60.13.01.01.0010;FITA PP AA 40 TR 048X090 MANAUS;90;48;4,32;;2,115937684;Fita PP revenda
30.10.10.15.0116;FITA PP AR9 45 TR 096X600 - M;600;96;57,6;;34,77166786;Fita PP
30.10.10.15.0117;FITA PP AR9 45 TR 120X600 - M;600;120;72;;41,49559086;Fita PP
30.10.30.16.0076;FITA PP HM 45 TR 288X1200 - M;1200;288;345,6;;308,4586657;Fita PP
60.13.01.02.0007;FITA PP AR9 45 TR 048X050 MANAUS;50;48;2,4;;1,386816163;Fita PP revenda
30.10.10.18.0280;FITA PP AR9 45 TR 048X914 - M;914;48;43,872;;24,92425165;Fita PP
30.10.30.12.0127;FITA PP HM 40 HA 024X100 - M;100;24;2,4;;2,094598992;Fita PP
60.13.01.01.0012;FITA PP AA 40 TR 048X1200 MANAUS;1200;48;57,6;;26,72274724;Fita PP revenda
60.13.01.03.0003;FITA PP AA 40 HA 048X100 MANAUS;100;48;4,8;;2,337952255;Fita PP revenda
30.10.10.12.1015;FITA PP AA 40 TR 048X045 - PERSONALIZADA;45;48;2,16;;1,183966213;Fita PP
30.10.10.14.0084;FITA PP AR9 45 AZ 144X1200 - M;1200;144;172,8;;108,2501283;Fita PP
30.10.10.12.0084;FITA PP AA 40 TR 024X045 - M;45;24;1,08;;0,620769569;Fita PP
30.10.10.12.1006;FITA PP AA 40 TR 048X100 - M;100;48;4,8;;2,48718325;Fita PP
30.10.30.16.1002;FITA PP HM 45 TR 048X100 - M;100;48;4,8;;4,402293509;Fita PP
30.10.10.11.1003;FITA PP AA 40 HA 048X050 - M;50;48;2,4;;1,30205907;Fita PP
30.10.10.12.1001;FITA PP AA 40 TR 048X040 - M;40;48;1,92;;1,065873356;Fita PP
30.10.10.12.1003;FITA PP AA 40 TR 048X050 - M;50;48;2,4;;1,30205907;Fita PP
30.10.30.13.1004;FITA PP HM 40 TR 048X100 - M;100;48;4,8;;4,062534149;Fita PP
30.10.10.18.1005;FITA PP AR9 45 TR 048X100 - M;100;48;4,8;;2,833737797;Fita PP
30.10.10.11.1006;FITA PP AA 40 HA 048X100 - M;100;48;4,8;;2,48718325;Fita PP
30.10.30.13.1005;FITA PP HM 40 TR 048X1200 - M;1200;48;57,6;;47,3326653;Fita PP
30.10.10.12.1008;FITA PP AA 40 TR 048X1200 - M;1200;48;57,6;;28,42845451;Fita PP
30.10.20.13.1003;FITA PP AS 50 TR 048X1200 - M;1200;48;57,6;;51,47508874;Fita PP
30.10.10.18.1007;FITA PP AR9 45 TR 048X1200 - M;1200;48;57,6;;32,58710908;Fita PP
30.10.10.12.1011;FITA PP AA 40 TR 048X090 - M;90;48;4,32;;2,250997536;Fita PP
30.10.20.13.1005;FITA PP AS 50 TR 144X1200 - M;1200;144;172,8;;154,4252662;Fita PP
30.10.10.16.1002;FITA PP AR9 45 HA 144X1200 - M;1200;144;172,8;;97,76132723;Fita PP
30.10.20.13.1001;FITA PP AS 50 TR 048X100 - M;100;48;4,8;;4,407736103;Fita PP
30.10.30.16.1003;FITA PP HM 45 TR 048X1200 - M;1200;48;57,6;;51,40977762;Fita PP
30.10.10.18.1002;FITA PP AR9 45 TR 048X050 - M;50;48;2,4;;1,475336344;Fita PP
30.10.30.13.1002;FITA PP HM 40 TR 048X050 - M;50;48;2,4;;2,08973452;Fita PP
30.10.20.13.1013;FITA PP AS 50 TR 048X050 - M;50;48;2,4;;2,262335497;Fita PP
30.10.10.12.1002;FITA PP AA 40 TR 048X045 - M;45;48;2,16;;1,183966213;Fita PP
30.10.10.12.1014;FITA PP AA 40 TR 048X100 - PERSONALIZADA;100;48;4,8;;2,48718325;Fita PP
30.10.10.12.1016;FITA PP AA 40 TR 048X050 - PERSONALIZADA;50;48;2,4;;1,30205907;Fita PP
60.13.02.01.0002;FITA PP HM 40 TR 048X100 MANAUS;100;48;4,8;;3,818782101;Fita PP revenda
30.10.10.18.1008;FITA PP AR9 45 TR 144X1200 - M;1200;144;172,8;;97,76132723;Fita PP
30.10.10.11.1015;FITA PP AA 40 HA 072X080 - M;80;72;5,76;;3,174527535;Fita PP
30.10.10.16.1001;FITA PP AR9 45 HA 048X100 - M;100;48;4,8;;2,833737797;Fita PP
30.10.10.11.1004;FITA PP AA 40 HA 048X080 - M;80;48;3,84;;2,014811822;Fita PP
30.10.10.12.1009;FITA PP AA 40 TR 144X1200 - M;1200;144;172,8;;85,28536353;Fita PP
30.10.10.12.1005;FITA PP AA 40 TR 048X090 - PERSONALIZADA;90;48;4,32;;2,250997536;Fita PP
30.10.10.12.1013;FITA PP AA 40 TR 048X040 - PERSONALIZADA;40;48;1,92;;1,065873356;Fita PP
30.10.10.18.1015;FITA PP AR9 45 TR 048X045 - PERSONALIZADA;45;48;2,16;;1,339915759;Fita PP
30.10.10.18.1012;FITA PP AR9 45 TR 048X100 - PERSONALIZADA;100;48;4,8;;2,833737797;Fita PP
30.10.30.16.1004;FITA PP HM 45 TR 144X1200 - M;1200;144;172,8;;154,2293329;Fita PP
30.10.40.10.0091;FITA IMP AA 40 CFHA 048X100 - M;100;48;4,8;;4,071494694;Fita IMP
30.10.40.10.0056;FITA IMP AR9 45 CFAM 024X100 - M;100;24;2,4;;2,355224413;Fita IMP
30.10.40.10.0073;FITA IMP AR9 45 CFAM 036X100 - M;100;36;3,6;;3,532836619;Fita IMP
30.10.40.10.0053;FITA IMP AR9 45 CFAM 048X100 - M;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0057;FITA IMP AR9 45 CFAM 048X1200 - M;1200;48;57,6;;55,44420432;Fita IMP
30.10.40.10.0052;FITA IMP AR9 45 CFAM 072X100 - M;100;72;7,2;;7,065673238;Fita IMP
30.10.40.10.0082;FITA IMP AR9 45 CFAM 096X100 - M;100;96;9,6;;9,418809651;Fita IMP
30.10.40.10.0067;FITA IMP AR9 45 CFAZ 036X100 - M;100;36;3,6;;3,532836619;Fita IMP
30.10.40.10.0068;FITA IMP AR9 45 CFAZ 048X100 - M;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0078;FITA IMP AR9 45 CFAZ 048X1200 - M;1200;48;57,6;;55,44420432;Fita IMP
30.10.40.10.0077;FITA IMP AR9 45 CFAZ 072X100 - M;100;72;7,2;;7,065673238;Fita IMP
30.10.40.10.0002;FITA IMP AR9 45 CFB 024X100 - M ;100;24;2,4;;2,355224413;Fita IMP
30.10.40.10.0003;FITA IMP AR9 45 CFB 036X100 - M;100;36;3,6;;3,532836619;Fita IMP
30.10.40.10.0004;FITA IMP AR9 45 CFB 048X050 - M;50;48;2,4;;2,413169858;Fita IMP
30.10.40.10.0005;FITA IMP AR9 45 CFB 048X090 - M;90;48;4,32;;4,250996954;Fita IMP
30.10.40.10.0006;FITA IMP AR9 45 CFB 048X100 - M;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0009;FITA IMP AR9 45 CFB 048X1200 - M;1200;48;57,6;;55,44420432;Fita IMP
30.10.40.10.0070;FITA IMP AR9 45 CFB 072X090 - M;90;72;6,48;;6,378061431;Fita IMP
30.10.40.10.0014;FITA IMP AR9 45 CFB 072X100 - M;100;72;7,2;;7,065673238;Fita IMP
30.10.40.10.0081;FITA IMP AR9 45 CFB 072X1200 - M;1200;72;86,4;;83,16630648;Fita IMP
30.10.40.10.0015;FITA IMP AR9 45 CFB 096X100 - M;100;96;9,6;;9,418809651;Fita IMP
30.10.40.10.0084;FITA IMP AR9 45 CFB 144X100 - M;100;144;14,4;;14,12821448;Fita IMP
30.10.40.10.0032;FITA IMP AR9 45 CFH 048X050 - M;50;48;2,4;;2,267492066;Fita IMP
30.10.40.10.0033;FITA IMP AR9 45 CFH 048X100 - M;100;48;4,8;;4,418049241;Fita IMP
30.10.40.10.0048;FITA IMP AR9 45 CFH 048X1200 - M;1200;48;57,6;;51,94793731;Fita IMP
30.10.40.10.0069;FITA IMP AR9 45 CFH 072X090 - M;90;72;6,48;;5,984731392;Fita IMP
30.10.40.10.0035;FITA IMP AR9 45 CFH 072X100 - M;100;72;7,2;;6,628639862;Fita IMP
30.10.40.10.0062;FITA IMP AR9 45 CFLJ 048X100 - M;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0058;FITA IMP AR9 45 CFLJ 048X1200 - M;1200;48;57,6;;55,44420432;Fita IMP
30.10.40.10.0064;FITA IMP AR9 45 CFLJ 072X100 - M;100;72;7,2;;7,065673238;Fita IMP
30.10.40.10.0083;FITA IMP AR9 45 CFLJ 072X1200 - M;1200;72;86,4;;83,16630648;Fita IMP
30.10.40.10.0036;FITA IMP AR9 45 CFT 024X100 - M;100;24;2,4;;2,209546621;Fita IMP
30.10.40.10.0037;FITA IMP AR9 45 CFT 048X050 - M;50;48;2,4;;2,267492066;Fita IMP
30.10.40.10.0038;FITA IMP AR9 45 CFT 048X100 - M;100;48;4,8;;4,418049241;Fita IMP
30.10.40.10.0039;FITA IMP AR9 45 CFT 048X1200 - M;1200;48;57,6;;51,94793731;Fita IMP
30.10.40.10.0071;FITA IMP AR9 45 CFT 072X090 - M;90;72;6,48;;5,984731392;Fita IMP
30.10.40.10.0041;FITA IMP AR9 45 CFT 072X100 - M;100;72;7,2;;6,628639862;Fita IMP
30.10.40.10.0066;FITA IMP AR9 45 CFT 072X1200 - M;1200;72;86,4;;77,92190597;Fita IMP
30.10.40.10.0065;FITA IMP AR9 45 CFVD 048X100 - M;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0060;FITA IMP AR9 45 CFVD 048X1200 - M;1200;48;57,6;;55,44420432;Fita IMP
30.10.40.10.0051;FITA IMP AR9 45 CFVD 072X100 - M;100;72;7,2;;7,065673238;Fita IMP
30.10.40.10.0074;FITA IMP AR9 45 CFVM 036X100 - M;100;36;3,6;;3,532836619;Fita IMP
30.10.40.10.0061;FITA IMP AR9 45 CFVM 048X100 - M;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0059;FITA IMP AR9 45 CFVM 048X1200 - M;1200;48;57,6;;55,44420432;Fita IMP
30.10.40.10.0075;FITA IMP AR9 45 CFVM 072X100 - M;100;72;7,2;;7,065673238;Fita IMP
30.10.40.11.0090;FITA IMP AR9 45 GENER 048X050 (BR) CUIDADO FRAGIL ;50;48;2,4;;2,096188681;Fita IMP
30.10.40.11.0080;FITA IMP AR9 45 GENER 048X050 (HA) SELO SEGURANÇA;50;48;2,4;;1,950510889;Fita IMP
30.10.40.11.0082;FITA IMP AR9 45 GENER 048X050 (TR) CUIDADO FRAGIL ;50;48;2,4;;1,950510889;Fita IMP
30.10.40.11.0091;FITA IMP AR9 45 GENER 048X100 (BR) CUIDADO FRAGIL;100;48;4,8;;4,075442472;Fita IMP
30.10.40.11.0079;FITA IMP AR9 45 GENER 048X100 (HA) SELO SEGURANCA;100;48;4,8;;3,784086888;Fita IMP
30.10.40.11.0081;FITA IMP AR9 45 GENER 048X100 (TR) CUIDADO FRAGIL;100;48;4,8;;3,784086888;Fita IMP
30.10.40.11.0077;FITA IMP AR9 45 GENER 048X100 (TR) SELO SEGURANCA;100;48;4,8;;3,784086888;Fita IMP
30.10.40.11.0088;FITA IMP GENERICA 048X100 (HA) CUIDADO FRAGIL (INV);100;48;4,8;;5,760353832;Fita IMP
30.10.40.11.0078;FITA IMP HM 45 GENER 048X050 (BR) CUIDADO FRAGIL ;50;48;2,4;;2,938644361;Fita IMP
30.10.40.11.0075;FITA IMP HM 45 GENER 048X100 (BR) CUIDADO FRAGIL ;100;48;4,8;;5,760353832;Fita IMP
30.10.40.12.0098;FITA IMP AS 50 TR 024X100 - M;100;24;2,4;;2,679564597;Fita IMP
30.10.40.12.0100;FITA IMP AS 50 TR 036X100 - M;100;36;3,6;;4,019346895;Fita IMP
30.10.40.12.0104;FITA IMP AS 50 TR 048X050 - M;50;48;2,4;;2,737510042;Fita IMP
30.10.40.12.0106;FITA IMP AS 50 TR 048X100 - M;100;48;4,8;;5,358085194;Fita IMP
30.10.40.12.0107;FITA IMP AS 50 TR 048X1000 - M;1000;48;48;;52,76285057;Fita IMP
30.10.40.12.0108;FITA IMP AS 50 TR 048X1200 - M;1200;48;57,6;;63,22836874;Fita IMP
30.10.40.12.0110;FITA IMP AS 50 TR 072X050 - M;50;72;3,6;;4,107831063;Fita IMP
30.10.40.12.0111;FITA IMP AS 50 TR 072X100 - M;100;72;7,2;;8,038693791;Fita IMP
30.10.40.12.0112;FITA IMP AS 50 TR 072X1200 - M;1200;72;86,4;;94,84255312;Fita IMP
30.10.40.12.0114;FITA IMP AS 50 TR 096X100 - M;100;96;9,6;;10,71617039;Fita IMP
30.10.40.17.0184;FITA IMP HM 40 CFT  048X1200 - M;1200;48;57,6;;66,69349354;Fita IMP
30.10.40.17.0170;FITA IMP HM 45 CFB  036X100 - M;100;36;3,6;;4,796520139;Fita IMP
30.10.40.17.0172;FITA IMP HM 45 CFB  048X050 - M;50;48;2,4;;3,255625538;Fita IMP
30.10.40.17.0182;FITA IMP HM 45 CFB  048X090 - M;90;48;4,32;;5,767417178;Fita IMP
30.10.40.17.0173;FITA IMP HM 45 CFB  048X100 - M;100;48;4,8;;6,394316185;Fita IMP
30.10.40.17.0174;FITA IMP HM 45 CFB  048X1200 - M;1200;48;57,6;;75,66314064;Fita IMP
30.10.40.17.0175;FITA IMP HM 45 CFB  072X100 - M;100;72;7,2;;9,593040278;Fita IMP
30.10.40.17.0176;FITA IMP HM 45 CFB  072X1200 - M;1200;72;86,4;;113,494711;Fita IMP
30.10.40.17.0183;FITA IMP HM 45 CFB  096X100 - M;100;96;9,6;;12,78863237;Fita IMP
30.10.40.17.0169;FITA IMP HM 45 CFB 024X100 - M;100;24;2,4;;3,197680093;Fita IMP
30.10.40.17.0144;FITA IMP HM 45 CFH  048X100 - M;100;48;4,8;;5,986604953;Fita IMP
30.10.40.17.0145;FITA IMP HM 45 CFH  048X1200 - M;1200;48;57,6;;70,77060586;Fita IMP
30.10.40.17.0147;FITA IMP HM 45 CFH  072X100 - M;100;72;7,2;;8,98147343;Fita IMP
30.10.40.17.0151;FITA IMP HM 45 CFT  024X100 - M;100;24;2,4;;2,993824477;Fita IMP
30.10.40.17.0154;FITA IMP HM 45 CFT  036X100 - M;100;36;3,6;;4,490736715;Fita IMP
30.10.40.17.0181;FITA IMP HM 45 CFT  036X1200 - M;1200;36;43,2;;53,07795439;Fita IMP
30.10.40.17.0157;FITA IMP HM 45 CFT  048X100 - M;100;48;4,8;;5,986604953;Fita IMP
30.10.40.17.0158;FITA IMP HM 45 CFT  048X1200 - M;1200;48;57,6;;70,77060586;Fita IMP
30.10.40.17.0160;FITA IMP HM 45 CFT  048X1500 - M;1500;48;72;;88,35444239;Fita IMP
30.10.40.17.0168;FITA IMP HM 45 CFT  072X090 - M;90;72;6,48;;8,102281603;Fita IMP
30.10.40.17.0162;FITA IMP HM 45 CFT  072X100 - M;100;72;7,2;;8,98147343;Fita IMP
30.10.40.17.0164;FITA IMP HM 45 CFT  072X1200 - M;1200;72;86,4;;106,1559088;Fita IMP
30.10.40.17.0179;FITA IMP HM 45 CFT 072X050 - M;50;72;3,6;;4,579220883;Fita IMP
30.10.40.20.0197;FITA IMP HM 40 TR 048X050 - M;50;48;2,4;;2,564909065;Fita IMP
30.10.40.20.0201;FITA IMP HM 40 TR 048X090 - M;90;48;4,32;;4,524127527;Fita IMP
30.10.40.20.0196;FITA IMP HM 40 TR 048X100 - M;100;48;4,8;;5,01288324;Fita IMP
30.10.40.20.0200;FITA IMP HM 40 TR 048X1200 - M;1200;48;57,6;;59,0859453;Fita IMP
30.10.40.20.0199;FITA IMP HM 40 TR 072X050 - M;50;72;3,6;;3,848929598;Fita IMP
30.10.40.20.0198;FITA IMP HM 40 TR 072X100 - M;100;72;7,2;;7,520890861;Fita IMP
30.10.40.20.0174;FITA IMP HM 45 TR 036X1200 - M;1200;36;43,2;;47,37229322;Fita IMP
30.10.40.20.0177;FITA IMP HM 45 TR 048X050 - M;50;48;2,4;;2,734788745;Fita IMP
30.10.40.20.0179;FITA IMP HM 45 TR 048X100 - M;100;48;4,8;;5,3526426;Fita IMP
30.10.40.20.0180;FITA IMP HM 45 TR 048X1200 - M;1200;48;57,6;;63,16305762;Fita IMP
30.10.40.20.0184;FITA IMP HM 45 TR 072X100 - M;100;72;7,2;;8,030529901;Fita IMP
30.10.40.20.0195;FITA IMP HM 45 TR 072X1000 - M;1000;72;72;;79,06263696;Fita IMP
30.10.40.20.0185;FITA IMP HM 45 TR 072X1200 - M;1200;72;86,4;;94,74458643;Fita IMP
30.10.40.20.0186;FITA IMP HM 45 TR 096X100 - M;100;96;9,6;;10,7052852;Fita IMP
30.10.40.25.0041;FITA IMP AA 40 HA 048X100 - M;100;48;4,8;;3,437532341;Fita IMP
30.10.40.25.0037;FITA IMP AA 40 TR  048X050 - M;50;48;2,4;;1,777233616;Fita IMP
30.10.40.25.0036;FITA IMP AA 40 TR  048X100 - M;100;48;4,8;;3,437532341;Fita IMP
30.10.40.25.0042;FITA IMP AA 40 TR  048X100 - PERSONALIZADA;100;48;4,8;;3,437532341;Fita IMP
30.10.40.25.0040;FITA IMP AA 40 TR  048X1200 - M;1200;48;57,6;;40,18173451;Fita IMP
30.10.40.25.0039;FITA IMP AA 40 TR  072X050 - M;50;72;3,6;;2,667416423;Fita IMP
