CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material
30.10.40.25.0038;FITA IMP AA 40 TR  072X100 - M;100;72;7,2;;5,157864512;Fita IMP
30.10.40.25.0043;FITA IMP AR9 45 HA 048X050 - M;50;48;2,4;;1,950510889;Fita IMP
30.10.40.25.0043;FITA IMP AR9 45 HA 048X050 - M;50;48;2,4;;1,950510889;Fita IMP
30.10.40.25.0004;FITA IMP AR9 45 TR  024X100 - M;100;24;2,4;;1,892565444;Fita IMP
30.10.40.25.0007;FITA IMP AR9 45 TR  036X100 - M;100;36;3,6;;2,838848166;Fita IMP
30.10.40.25.0011;FITA IMP AR9 45 TR  048X050 - M;50;48;2,4;;1,950510889;Fita IMP
30.10.40.25.0033;FITA IMP AR9 45 TR  048X090 - M;90;48;4,32;;3,41821081;Fita IMP
30.10.40.25.0013;FITA IMP AR9 45 TR  048X100 - M;100;48;4,8;;3,784086888;Fita IMP
30.10.40.25.0035;FITA IMP AR9 45 TR  048X100 - PERSONALIZADA;100;48;4,8;;3,784086888;Fita IMP
30.10.40.25.0016;FITA IMP AR9 45 TR  048X1200 - M;1200;48;57,6;;44,34038908;Fita IMP
30.10.40.25.0017;FITA IMP AR9 45 TR  072X050 - M;50;72;3,6;;2,927332334;Fita IMP
30.10.40.25.0018;FITA IMP AR9 45 TR  072X090 - M;90;72;6,48;;5,128882216;Fita IMP
30.10.40.25.0019;FITA IMP AR9 45 TR  072X100 - M;100;72;7,2;;5,677696333;Fita IMP
30.10.40.25.0020;FITA IMP AR9 45 TR  072X1200 - M;1200;72;86,4;;66,51058362;Fita IMP
30.10.40.25.0022;FITA IMP AR9 45 TR  096X100 - M;100;96;9,6;;7,568173777;Fita IMP
30.10.40.20.xxxz;FITA IMP HM 40 TR 144X100 - M;100;144;14,4;;15,03864972;Fita IMP
30.10.40.20.xxxx;FITA IMP HM 45 TR 144X100 - M;100;144;14,4;;16,0579278;Fita IMP
30.10.40.12.xxxx;FITA IMP AS 50 TR 144X100 - M;100;144;14,4;;16,07425558;Fita IMP
30.10.40.17.0xxx;FITA IMP HM 40 CFT  048X100 - M;100;48;4,8;;5,646845593;Fita IMP
30.10.40.17.0xx2;FITA IMP HM 40 CFT  012X100 - M;100;12;1,2;;1,410923496;Fita IMP
30.10.40.25.0044;FITA IMP AA 40 TR  012X080 - M;80;12;0,96;;0,692984871;Fita IMP
30.10.40.25.0055;FITA IMP AA 40 TR  024X100 - M;100;24;2,4;;1,719288171;Fita IMP
30.10.40.11.00XX;FITA IMP AR9 45 GENER 144X1200 (BR) CUIDADO FRAGIL;1200;144;172,8;;143,5099683;Fita IMP
30.10.40.17.0148;FITA IMP HM 45 CFH  072X1200 - M;1200;72;86,4;;106,1559088;Fita IMP
30.10.40.17.0180;FITA IMP HM 40 CFT 048X100 - M;100;48;4,8;;5,646845593;Fita IMP
30.10.40.17.0185;FITA IMP HM 40 CFT 012X100 - M;100;12;1,2;;1,410923496;Fita IMP
30.10.40.25.0032;FITA IMP AR9 45 TR 072X500- M;500;72;36;;27,93275064;Fita IMP
30.10.40.27.0001;FITA IMP BRC 50 TR 048X100 ;100;48;4,8;;5,443828687;Fita IMP
30.10.40.27.0002;FITA IMP BRC 50 TR 072X100;100;72;7,2;;8,167309031;Fita IMP
30.10.40.27.0003;FITA IMP BRC 50 TR 048X1200;1200;48;57,6;;64,25729067;Fita IMP
30.10.40.10.0045;FITA IMP AR9 45 CFB 144X1200 - M;1200;144;172,8;;166,332613;Fita IMP
30.10.40.10.0007;FITA IMP AR9 45 CFB 048X1000 - PERSONALIZADA;1000;48;48;;46,27604689;Fita IMP
30.10.40.10.0095;FITA IMP AR9 45 CFB 048X040 - PERSONALIZADA;40;48;1,92;;1,954761986;Fita IMP
30.10.40.10.0096;FITA IMP AR9 45 CFB 048X080 - PERSONALIZADA;80;48;3,84;;3,792589082;Fita IMP
30.10.40.10.0097;FITA IMP AR9 45 CFB 048X100 - PERSONALIZADA;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0099;FITA IMP AR9 45 CFH 048X080 - PERSONALIZADA;80;48;3,84;;3,559504615;Fita IMP
30.10.40.10.0100;FITA IMP AR9 45 CFB 072X080 - PERSONALIZADA;80;72;5,76;;5,690449623;Fita IMP
30.10.40.10.0102;FITA IMP AR9 45 CFAM 048X040 - PERSONALIZADA;40;48;1,92;;1,954761986;Fita IMP
30.10.40.10.0103;FITA IMP AR9 45 CFB 072X040 - PERSONALIZADA;40;72;2,88;;2,933708979;Fita IMP
30.10.40.10.0104;FITA IMP AR9 45 CFB 072X100 - PERSONALIZADA;100;72;7,2;;7,065673238;Fita IMP
30.10.40.10.0107;FITA IMP AR9 45 CFB 024X080 - PERSONALIZADA;80;24;1,92;;1,896816541;Fita IMP
30.10.40.10.0108;FITA IMP AR9 45 CFAM 144X100 - M;100;144;14,4;;14,12821448;Fita IMP
30.10.40.10.0110;FITA IMP AR9 45 CFB 048X070 - PERSONALIZADA;70;48;3,36;;3,33418121;Fita IMP
30.10.40.10.0115;FITA IMP AR9 45 CFAM 024X040 - PERSONALIZADA;40;24;0,96;;0,977902993;Fita IMP
30.10.40.10.0118;FITA IMP AR9 45 CFH 048X040 - PERSONALIZADA;40;48;1,92;;1,838219752;Fita IMP
30.10.40.10.0119;FITA IMP AR9 45 CFB 072X070 - PERSONALIZADA;70;72;5,04;;5,002837816;Fita IMP
30.10.40.10.0120;FITA IMP AR9 45 CFVM 048X040 - PERSONALIZADA;40;48;1,92;;1,954761986;Fita IMP
30.10.40.10.0125;FITA IMP AR9 45 CFVM 048X070 - PERSONALIZADA;70;48;3,36;;3,33418121;Fita IMP
30.10.40.10.0126;FITA IMP AR9 45 CFAM 072X070 - PERSONALIZADA;70;72;5,04;;5,002837816;Fita IMP
30.10.40.10.0127;FITA IMP AR9 45 CFAM 024X080 - PERSONALIZADA;80;24;1,92;;1,896816541;Fita IMP
30.10.40.10.0128;FITA IMP AR9 45 CFB 024X040 - PERSONALIZADA;40;24;0,96;;0,977902993;Fita IMP
30.10.40.10.0129;FITA IMP AR9 45 CFAM 048X100 - PERSONALIZADA;100;48;4,8;;4,709404825;Fita IMP
30.10.40.10.0130;FITA IMP AR9 45 CFLJ 048X080 - PERSONALIZADA;80;48;3,84;;3,792589082;Fita IMP
30.10.40.10.0131;FITA IMP AR9 45 CFVD 024X040 - PERSONALIZADA;40;24;0,96;;0,977902993;Fita IMP
30.10.40.10.0132;FITA IMP AR9 45 CFB 048X075 - PERSONALIZADA;75;48;3,6;;3,563385146;Fita IMP
30.10.40.10.0133;FITA IMP AR9 45 CFAM 048X075 - PERSONALIZADA;75;48;3,6;;3,563385146;Fita IMP
30.10.40.10.0134;FITA IMP AR9 45 CFLJ 048X075 - PERSONALIZADA;75;48;3,6;;3,563385146;Fita IMP
30.10.40.10.0135;FITA IMP AR9 45 CFB 072X075 - PERSONALIZADA;75;72;5,4;;5,346643719;Fita IMP
30.10.40.10.0136;FITA IMP AR9 45 CFVM 048X075 - PERSONALIZADA;75;48;3,6;;3,563385146;Fita IMP
30.10.40.10.0137;FITA IMP AR9 45 CFVD 048X075 - PERSONALIZADA;75;48;3,6;;3,563385146;Fita IMP
30.10.40.10.0138;FITA IMP AR9 45 CFAM 072X075 - PERSONALIZADA;75;72;5,4;;5,346643719;Fita IMP
30.10.40.12.0148;FITA IMP AS 50 TR 048X100 - PERSONALIZADA;100;48;4,8;;5,358085194;Fita IMP
30.10.40.20.0202;FITA IMP HM 40 TR 072X1200 - M;1200;72;86,4;;88,62891795;Fita IMP
30.10.40.25.0045;FITA IMP AA 40 TR 072X100 - PERSONALIZADA;100;72;7,2;;5,157864512;Fita IMP
30.10.40.25.0047;FITA IMP AA 40 TR 048X050 - PERSONALIZADA;50;48;2,4;;1,777233616;Fita IMP
30.10.40.25.0048;FITA IMP AA 40 TR 048X075 - PERSONALIZADA;75;48;3,6;;2,609480783;Fita IMP
30.10.40.25.0049;FITA IMP AA 40 TR 072X075 - PERSONALIZADA;75;72;5,4;;3,915787175;Fita IMP
30.10.40.25.0050;FITA IMP AA 40 TR 048X070 - PERSONALIZADA;70;48;3,36;;2,443870471;Fita IMP
30.10.40.25.0051;FITA IMP AA 40 TR 048X040 - PERSONALIZADA;40;48;1,92;;1,446012992;Fita IMP
30.10.40.25.0056;FITA IMP AA 40 TR 072X080 - PERSONALIZADA;80;72;5,76;;4,164202642;Fita IMP
30.10.40.25.0057;FITA IMP AA 40 TR 048X080 - PERSONALIZADA;80;48;3,84;;2,775091095;Fita IMP
30.10.40.25.0058;FITA IMP AA 40 TR 024X080 - PERSONALIZADA;80;24;1,92;;1,388067547;Fita IMP
30.10.40.10.0093;FITA IMP AA 40 CFT 048X1200 - M;1200;48;57,6;;47,78928275;Fita IMP
30.10.40.12.0149;FITA IMP AS 50 TR 072X1200 - PERSONALIZADA;1200;72;86,4;;94,84255312;Fita IMP
30.10.40.17.0189;FITA IMP HM 45 CFH 048X050 - M;50;48;2,4;;3,051769922;Fita IMP
30.10.40.10.0063;FITA IMP AR9 45 CFT 072X050 - M;50;72;3,6;;3,402804099;Fita IMP
30.10.40.20.0203;FITA IMP HM 40 TR 072X1000 - M;1000;72;72;;73,96624656;Fita IMP
30.10.40.10.0094;FITA IMP AR9 45 CFB 096X080 - PERSONALIZADA;80;96;7,68;;7,585178164;Fita IMP
30.10.40.10.0139;FITA IMP AR9 45 CFLJ 072X075 - PERSONALIZADA;75;72;5,4;;5,346643719;Fita IMP
30.10.40.10.0141;FITA IMP AR9 45 CFLJ 048X040 - PERSONALIZADA;40;48;1,92;;1,954761986;Fita IMP
30.10.40.17.0186;FITA IMP HM 40 CFT 072X100 - M;100;72;7,2;;8,47183439;Fita IMP
30.10.40.25.0053;FITA IMP AA 40 TR 072X040 - PERSONALIZADA;40;72;2,88;;2,170585489;Fita IMP
30.10.40.25.0059;FITA IMP AA 40 TR 036X100 - M;100;36;3,6;;2,578932256;Fita IMP
30.10.40.25.0060;FITA IMP AR9 45 TR 048X080 - PERSONALIZADA;80;48;3,84;;3,052334732;Fita IMP
30.10.40.10.0145;FITA IMP AR9 45 CFB 048X050 - PERSONALIZADA;50;48;2,4;;2,413169858;Fita IMP
30.10.40.10.0122;FITA IMP AA 40 CFT 048X100 - M;100;48;4,8;;4,071494694;Fita IMP
30.10.40.17.0191;FITA IMP HM 40 CFT 048X100 - M (MIRVI);100;48;4,8;;5,646845593;Fita IMP
30.10.40.10.0163;FITA IMP AR9 45 CFH 072X1200 - M;1200;72;86,4;;77,92190597;Fita IMP
30.10.40.20.0207;FITA IMP HM 40 TR 048X100 - PERSONALIZADA;100;48;4,8;;5,01288324;Fita IMP
30.10.40.17.0192;FITA IMP HM 45 CFVM  048X100 - M;100;48;4,8;;6,394316185;Fita IMP
30.10.40.10.0165;FITA IMP AR9 45 CFB 048X090 - PERSONALIZADA;90;48;4,32;;4,250996954;Fita IMP
30.10.40.10.0091;FITA IMP AA 40 CFHA 048X100 - M;100;48;4,8;;4,071494694;Fita IMP
30.10.40.25.0072;FITA IMP AA 40 TR 024X100 - PERSONALIZADA;100;24;2,4;;1,719288171;Fita IMP
30.10.40.10.0166;FITA IMP AR9 45 CFVD 048X100 - PERSONALIZADA;100;48;4,8;;4,709404825;Fita IMP
30.10.40.20.0208;FITA IMP HM 45 TR 048X1200 - PERSONALIZADA;1200;48;57,6;;63,16305762;Fita IMP
30.10.40.17.0193;FITA IMP HM 45 CFH  072X1200 - PERSONALIZADA;1200;72;86,4;;106,1559088;Fita IMP
30.10.40.10.0072;FITA IMP AR9 45 CFT 036X100 - M;100;36;3,6;;3,314319931;Fita IMP
30.10.40.25.0070;FITA IMP AA 40 TR 048X090 - M;90;48;4,32;;3,106311718;Fita IMP
30.10.40.17.0194;FITA IMP HM 45 CFVM 072X100 - M;100;72;7,2;;9,593040278;Fita IMP
30.20.10.14.0085;"STRETCH FIL. 3""500X13 MANUSTIF LEV";KG;Bruto;0,5;3,5;7,418102045;Stretch
30.20.10.14.0091;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG)";KG;Bruto;0,6;2,5;6,927869813;Stretch
30.20.10.14.0092;"STRETCH FIL. 3""500X13 MANUSTIF LEV LÍQUIDO";KG;Liq;0,5;3,5;7,418102045;Stretch
30.20.10.14.0094;"STRETCH FIL. 3""500X13 MANUSTIF GOLD (5KG)";KG;Bruto;1,1;5;7,031040226;Stretch
30.20.10.14.0095;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (5KG)";KG;Bruto;0,9;5;7,22869518;Stretch
30.20.10.14.0096;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (5KG) LIQ";KG;Liq;0,9;5;7,22869518;Stretch
30.20.10.14.0097;"STRETCH FIL. 3""500X13 MANUSTIF MAQ (11KG)";KG;Bruto;1,57;11;7,359950028;Stretch
30.20.10.14.0098;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (3KG) LIQ";KG;Liq;0,6;3;7,128420058;Stretch
30.20.10.14.0099;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (5KG) LIQUIDO/NETO";KG;Neto;0,9;5;7,22869518;Stretch
30.20.10.14.0100;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (3KG) LIQUIDO/NETO";KG;Neto;0,6;3;7,128420058;Stretch
30.20.10.14.0101;"STRETCH FIL. 3""450X12 MANUSTIF PLUS LEV (2,5KG)";KG;Bruto;0,6;2,5;6,94557497;Stretch
30.20.10.16.0069;"STRETCH FIL. 3""500X23 MAN ESPECIAL LC2";KG;Bruto;1,57;4,5;6,02956086;Stretch
30.20.10.16.0999;"STRETCH FIL. 3""500 MAN ESPECIAL LC2";KG;Bruto;1,57;4,5;6,02956086;Stretch
30.20.10.19.0035;"STRETCH FIL. 3""500X17 MAQ ATX/11";KG;Bruto;1,57;11;7,080826135;Stretch
30.20.10.19.0037;"STRETCH FIL. 3""500X19 MAQ ATX/11";KG;Bruto;1,57;11;7,01291496;Stretch
30.20.10.19.0039;"STRETCH FIL. 3""500X23 MAQ ATX/11";KG;Bruto;1,57;11;6,977827519;Stretch
30.20.10.19.0041;"STRETCH FIL. 3""500X30 MAQ ATX/11";KG;Bruto;1,57;11;6,977827519;Stretch
30.20.10.19.0043;"STRETCH FIL. 3""500X40 MAQ ATX/11";KG;Bruto;1,57;11;6,977827519;Stretch
30.20.10.20.0001;"STRETCH FIL. 3""500X23 MAQ LC3/8";KG;Bruto;1,57;8;6,667857324;Stretch
30.20.10.20.0002;"STRETCH FIL. 3""500X30 MAQ LC3/8";KG;Bruto;1,57;8;6,667857324;Stretch
30.20.10.20.0003;"STRETCH FIL. 3""500X17 MAQ LC3/8";KG;Bruto;1,57;8;6,770855939;Stretch
30.20.10.20.0004;"STRETCH FIL. 3""500X19 MAQ LC3/8";KG;Bruto;1,57;8;6,702944764;Stretch
30.20.10.22.0034;"STRETCH FIL. 3""500X17 MAQ LC3/11";KG;Bruto;1,57;11;7,056990814;Stretch
30.20.10.22.0036;"STRETCH FIL. 3""500X19 MAQ LC3/11";KG;Bruto;1,57;11;6,989079638;Stretch
30.20.10.22.0038;"STRETCH FIL. 3""500X23 MAQ LC3/11";KG;Bruto;1,57;11;6,953992198;Stretch
30.20.10.22.0040;"STRETCH FIL. 3""500X30 MAQ LC3/11";KG;Bruto;1,57;11;6,953992198;Stretch
30.20.10.22.0042;"STRETCH FIL. 3""500X40 MAQ LC3/11";KG;Bruto;1,57;11;6,953992198;Stretch
30.20.10.22.0049;"STRETCH FIL. 3""500X40 MAQ LC3/8";KG;Bruto;1,57;8;6,667857324;Stretch
30.20.10.23.0001;"STRETCH FIL. 3""500X17 MAQ ATX/8";KG;Bruto;1,57;8;6,793203132;Stretch
30.20.10.23.0002;"STRETCH FIL. 3""500X19 MAQ ATX/8";KG;Bruto;1,57;8;6,725291957;Stretch
30.20.10.23.0003;"STRETCH FIL. 3""500X23 MAQ ATX/8";KG;Bruto;1,57;8;6,690204517;Stretch
30.20.10.23.0004;"STRETCH FIL. 3""500X30 MAQ ATX/8";KG;Bruto;1,57;8;6,690204517;Stretch
30.20.10.23.0006;"STRETCH FIL. 3""500X40 MAQ ATX/8";KG;Bruto;1,57;8;6,690204517;Stretch
30.20.10.25.0041;"STRETCH FIL. 3""150X19 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;7,437056949;Stretch
30.20.10.25.0042;"STRETCH FIL. 3""150X23 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;7,401969508;Stretch
30.20.10.25.0043;"STRETCH FIL. 3""100X23 CORTADO (MAQ)";KG;Bruto;0,24;3;7,547123381;Stretch
30.20.10.25.0045;"STRETCH FIL. 3""166X23 CORTADO MAQ (3,3 KG) ";KG;Bruto;0,4;3,3;7,341488728;Stretch
30.20.10.29.0002;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;7,220496456;Stretch
30.20.10.29.0003;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;7,152585281;Stretch
30.20.10.29.0004;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;7,117497841;Stretch
30.20.10.29.0005;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;7,117497841;Stretch
30.20.10.29.0006;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQUIDO";KG;Liq;1,57;14;7,117497841;Stretch
30.20.10.31.0001;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;7,507745691;Stretch
30.20.10.31.0002;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;7,245182136;Stretch
30.20.10.31.0003;"STRETCH FIL. 3""500X19 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;7,177270961;Stretch
30.20.10.31.0004;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;7,14218352;Stretch
30.20.10.31.0005;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;7,14218352;Stretch
30.20.10.31.0006;"STRETCH FIL. 3""500X40 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;7,14218352;Stretch
30.20.10.31.0008;"STRETCH FIL. 3""500X30 MAQ ATX/14 LÍQ/NETO";KG;Neto;1,57;14;7,14218352;Stretch
30.20.10.31.0009;"STRETCH FIL. 3""500X23 MAQ ATX/14 LÍQ/NETO";KG;Neto;1,57;14;7,14218352;Stretch
30.20.10.31.0010;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO";KG;Liq;1,57;14;7,530238888;Stretch
30.20.10.31.0011;"STRETCH FIL. 3""500X17 MAQ ATX/14 LÍQ/NETO";KG;Neto;1,57;14;7,245182136;Stretch
30.20.10.38.0001;"STRETCH FIL. 3""500X23 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;7,414178105;Stretch
30.20.10.38.0002;"STRETCH FIL. 3""500X19 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;7,449265545;Stretch
30.20.10.38.0003;"STRETCH FIL. 3""500X30 MAN LEV LIQ/NETO";KG;Neto;0,5;4,9;7,414178105;Stretch
30.20.10.39.0002;"STRETCH FIL. 3""500X19 MAQ ATX/16 LIQ/NETO";KG;Neto;1,57;16;7,252600795;Stretch
30.20.10.43.0001;"STRETCH FIL 3"" 500X19 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;8,060385658;Stretch
30.20.10.43.0002;"STRETCH FIL 3"" 500X23 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;8,025298217;Stretch
30.20.10.43.0003;"STRETCH FIL 3"" 500X30 MAQ LC3 CORELESS (8KG)";KG;Bruto;0;8;8,025298217;Stretch
30.20.10.45.0001;"STRETCH FIL. 3""750X23 MAQ ATX/21,3";KG;Bruto;2,4;21,3;7,139318189;Stretch
30.20.10.45.0002;"STRETCH FIL. 3""750X23 MAQ ATX/21,3 LIQUIDO";KG;Liq;2,4;21,3;7,139318189;Stretch
30.20.10.45.0003;"STRETCH FIL. 3""750X30 MAQ ATX/21,3";KG;Bruto;2,4;21,3;7,139318189;Stretch
30.20.10.47.0001;"STRETCH FIL. 3""500X17 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;7,220496456;Stretch
30.20.10.47.0002;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;7,117497841;Stretch
30.20.10.47.0003;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;7,117497841;Stretch
30.20.10.47.0004;"STRETCH FIL. 3""500X40 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;7,117497841;Stretch
30.20.10.47.0005;"STRETCH FIL. 3""500X19 MAQ LC3/14 LÍQ/NETO";KG;Neto;1,57;14;7,152585281;Stretch
30.20.10.49.0001;"STRETCH FIL. 2""500X17 MANUAL LC3";KG;Bruto;0,4;2,8;7,313516951;Stretch
30.20.10.49.0003;"STRETCH FIL. 2""500X23 MANUAL LC3";KG;Bruto;0,4;2,8;7,210518335;Stretch
30.20.10.49.0005;"STRETCH FIL. 2""500X19 MANUAL  LC3 1,5KG EXPO";KG;Bruto;0,4;1,5;6,627837807;Stretch
30.20.10.50.0001;"STRETCH FIL 3"" 500X19 MAN CORELESS LC3";KG;Bruto;0;3,5;8,060385658;Stretch
30.20.10.50.0004;"STRETCH FIL 3"" 500X17 MAN CORELESS LC3";KG;Bruto;0;3,5;8,128296833;Stretch
30.20.10.50.0002;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3";KG;Bruto;0;3,5;8,025298217;Stretch
30.20.10.50.0009;"STRETCH FIL 3"" 450X10 PREESTIRADO CORELESS LC3 2KG";KG;Bruto;0;2;8,043007192;Stretch
30.20.10.50.0003;"STRETCH FIL 3"" 500X30 MAN CORELESS LC3";KG;Bruto;0;3,5;8,025298217;Stretch
30.20.10.51.0001;"STRETCH FIL. 2""166X30 CORTADO LC3";KG;Bruto;0,13;0,95;7,263500354;Stretch
30.20.10.51.0002;"STRETCH FIL. 2""100X23 CORTADO LC3";KG;Bruto;0,1;0,54;7,022284611;Stretch
30.20.10.52.0001;"STRETCH FIL. 3""100X23 CORTADO (MAN) LC3";KG;Bruto;0,24;0,9;6,615719366;Stretch
30.20.10.52.0003;"STRETCH FIL. 3""150X23 CORTADO (MAN) LC3";KG;Bruto;0,36;1,35;6,615719366;Stretch
30.20.10.52.0004;"STRETCH FIL. 3""150X30 CORTADO (MAN) LC3";KG;Bruto;0,36;1,35;6,615719366;Stretch
30.20.10.52.0002;"STRETCH FIL. 3""150X19 CORTADO (MAN) LC3";KG;Bruto;0,36;1,35;6,650806807;Stretch
30.20.10.52.0006;"STRETCH FIL. 3""200X23 CORTADO (MAN) LC3";KG;Bruto;0,48;1,8;6,615719366;Stretch
30.20.10.52.0007;"STRETCH FIL. 3""200X30 CORTADO (MAN) LC3";KG;Bruto;0,48;1,8;6,615719366;Stretch
30.20.10.52.0008;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3";KG;Bruto;0,6;2,25;6,615719366;Stretch
30.20.10.52.0023;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 - AZUL";KG;Bruto;0,6;2,25;6,937416338;Stretch
30.20.10.52.0009;"STRETCH FIL. 3""250X30 CORTADO (MAN) LC3";KG;Bruto;0,6;2,25;6,615719366;Stretch
30.20.10.52.0012;"STRETCH FIL. 3""050X23 CORTADO (MAN) LC3";KG;Bruto;0,12;0,45;6,615719366;Stretch
30.20.10.52.0017;"STRETCH FIL. 3""050X40 CORTADO (MAN) LC3";KG;Bruto;0,12;0,45;6,615719366;Stretch
30.20.10.52.0013;"STRETCH FIL. 3""050X30 CORTADO (MAN) LC3";KG;Bruto;0,12;0,45;6,615719366;Stretch
30.20.10.52.0014;"STRETCH FIL. 3""075X23 CORTADO (MAN) LC3";KG;Bruto;0,18;0,68;6,625503022;Stretch
30.20.10.52.0019;"STRETCH FIL. 3""100X30 CORTADO (MAN) LC3";KG;Bruto;0,24;0,9;6,615719366;Stretch
30.20.10.52.0020;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 5KG";KG;Bruto;0,6;5;7,347536806;Stretch
30.20.10.54.0001;"STRETCH FIL. 3""500X19 MAN GOLD LIQ C/ RET LC3";KG;Liq;1,1;4;6,58625727;Stretch
30.20.10.55.0001;"STRETCH FIL. 3""500X17 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;7,517176721;Stretch
30.20.10.55.0002;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;7,449265545;Stretch
30.20.10.55.0003;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.55.0004;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.55.0005;"STRETCH FIL. 3""500X15 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;7,779740276;Stretch
30.20.10.55.0006;"STRETCH FIL. 3""500X25 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.55.0008;"STRETCH FIL. 3""500X40 MAN LEV LIQUIDO LC3";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.56.0001;"STRETCH FIL. 3""500X17 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;6,141745468;Stretch
30.20.10.56.0002;"STRETCH FIL. 3""500X19 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;6,073834292;Stretch
30.20.10.56.0003;"STRETCH FIL. 3""500X23 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;6,038746852;Stretch
30.20.10.56.0005;"STRETCH FIL. 3""500X23  MAN ESPECIAL - 3,8 KG LC3";KG;Bruto;1,57;3,8;5,691587253;Stretch
30.20.10.56.0006;"STRETCH FIL. 3""500X40 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;6,038746852;Stretch
30.20.10.56.0007;"STRETCH FIL. 3""500X30  MAN ESPECIAL - 3,8 KG LC3";KG;Bruto;1,57;3,8;5,691587253;Stretch
30.20.10.56.0009;"STRETCH FIL. 3""500X30 MAN ESPECIAL LC3";KG;Bruto;1,57;4,5;6,038746852;Stretch
30.20.10.56.0010;"STRETCH FIL. 3""500X30  MAN ESPECIAL - 5 KG LC3";KG;Bruto;1,57;5;6,22720492;Stretch
30.20.10.57.0001;"STRETCH FIL. 3""500X15 MAN GOLD LC3";KG;Bruto;1,1;4;6,916732;Stretch
30.20.10.57.0002;"STRETCH FIL. 3""500X17 MAN GOLD LC3";KG;Bruto;1,1;4;6,654168446;Stretch
30.20.10.57.0003;"STRETCH FIL. 3""500X19 MAN GOLD LC3";KG;Bruto;1,1;4;6,58625727;Stretch
30.20.10.57.0005;"STRETCH FIL. 3""500X30 MAN GOLD LC3";KG;Bruto;1,1;4;6,55116983;Stretch
30.20.10.57.0006;"STRETCH FIL. 3""500X40 MAN GOLD LC3";KG;Bruto;1,1;4;6,55116983;Stretch
30.20.10.57.0008;"STRETCH FIL. 3""500X23 MAN GOLD/5 CONDOR LC3";KG;Bruto;1,1;5;6,82560137;Stretch
30.20.10.57.0009;"STRETCH FIL. 3""500X23 MAN GOLD/3 LC3";KG;Bruto;1,1;3;6,09378393;Stretch
30.20.10.57.0010;"STRETCH FIL. 3""500X23 MAN GOLD LC3";KG;Bruto;1,1;4;6,55116983;Stretch
